,country,isonum,isocode,year,rank_heal,heal,Sadness,Sadness_year,Joy,Joy_year,healp,healp_year,cityheal,cityheal_year,tblnl,tblnl_year,Obesity,Obesity_year,mort,mort_year,meandiabetes,meandiabetes_year,leb,leb_year,dpt,dpt_year,imeas,imeas_year,impsan,impsan_year
561,Paraguay,600,PRY,2010,55,74.53826141357422,***,2010,***,2010,***,2010,***,2010,1.4816045761108398,2010,14.5,2010,569.3,2010,6.169380187988281,2010,72.30129268292683,2010,89,2010,94,2010,82.7,2010
562,Qatar,634,QAT,2010,18,80.1927719116211,***,2009,***,2010,***,2008,***,2009,-0.3566749393939972,2010,38.1,2010,411.0,2010,11.892690658569336,2010,77.82551219512196,2010,97,2010,99,2010,98.3,2010
563,Romania,642,ROU,2010,96,67.666748046875,***,2010,***,2010,***,2010,***,2010,1.667706847190857,2010,20.2,2010,731.0,2010,7.642724990844727,2010,73.45853658536586,2010,94,2010,95,2010,77.5,2010
564,Russia,643,RUS,2010,102,65.35565948486328,***,2010,***,2010,***,2010,***,2010,2.5416018962860107,2010,22.2,2010,965.4,2010,8.602749824523926,2010,68.85609756097563,2010,97,2010,98,2010,72.3,2010
565,Rwanda,646,RWA,2010,81,70.29460906982422,***,2009,***,2009,***,2009,***,2009,3.051372528076172,--,3.1,2010,653.1983032226562,--,2.490607261657715,2010,61.401780487804885,2010,97,2010,95,2010,57.2,2010
566,Saudi Arabia,682,SAU,2010,54,74.54280853271484,***,2010,***,2010,***,2010,***,2010,1.3611987829208374,--,32.0,2010,608.8474731445312,--,12.173330307006836,2010,73.70160975609757,2010,98,2010,98,2010,100.0,2010
567,Serbia,688,SCG,2010,83,70.17594909667969,***,2010,***,2010,***,2010,***,2010,0.2623642683029175,2010,17.9,2010,728.1,2010,8.058805465698242,2010,74.33658536585367,2010,91,2010,95,2010,96.6,2010
568,Sudan,729,SDN,2010,119,59.937232971191406,***,2010,***,2010,***,2010,***,2010,3.6338658332824707,--,6.3,2010,939.72509765625,--,6.1206817626953125,2010,62.04258536585366,2010,90,2010,90,2010,22.5,2010
569,Senegal,686,SEN,2010,111,62.298309326171875,***,2010,***,2010,***,2010,***,2010,3.2736589908599854,--,8.5,2010,904.3760986328125,--,4.771501541137695,2010,64.01443902439026,2010,89,2010,81,2010,45.1,2010
570,Singapore,702,SGP,2010,2,84.29938507080078,***,2010,***,2010,***,2010,***,2010,0.4700036346912384,2010,5.0,2010,368.0,2010,8.862283706665039,2010,81.54146341463417,2010,97,2010,95,2010,100.0,2010
571,Sierra Leone,694,SLE,2010,144,52.24300003051758,***,2010,***,2010,***,2010,***,2010,3.0220229625701904,--,6.2,2010,865.103271484375,--,4.270933151245117,2010,48.2289512195122,2010,86,2010,81,2010,12.6,2010
572,El Salvador,222,SLV,2010,71,71.91531372070312,***,2010,***,2010,***,2010,***,2010,0.2623642683029175,2010,20.0,2010,605.5,2010,8.237422943115234,2010,71.67060975609758,2010,89,2010,92,2010,71.0,2010
573,Suriname,740,SUR,2010,43,75.67878723144531,***,2012,***,2012,***,2012,***,2012,0.27148810029029846,--,23.4,2010,391.2315673828125,--,10.642810821533203,2010,70.36273170731707,2010,96,2010,90,2010,79.6,2010
574,Slovakia,703,SVK,2010,42,75.69920349121094,***,2010,***,2010,***,2010,***,2010,-0.6931471824645996,2010,23.4,2010,650.8,2010,7.806756019592285,2010,75.11219512195122,2010,99,2010,98,2010,98.8,2010
575,Slovenia,705,SVN,2010,32,77.72138977050781,***,2010,***,2010,***,2010,***,2010,-0.6931471824645996,2010,23.2,2010,456.1,2010,8.666589736938477,2010,79.4219512195122,2010,96,2010,95,2010,99.1,2010
576,Sweden,752,SWE,2010,6,82.53900909423828,***,2010,***,2010,***,2010,***,2010,-2.3025851249694824,2010,18.8,2010,387.1,2010,6.814327239990234,2010,81.45121951219514,2010,98,2010,97,2010,99.3,2010
577,Swaziland,748,SWZ,2010,108,63.98479461669922,***,2011,***,2011,***,2011,***,2011,0.9949878454208374,--,15.9,2010,700.3761596679688,--,6.040283203125,2010,48.34575609756098,2010,89,2010,94,2010,56.5,2010
578,Chad,148,TCD,2010,149,43.52734375,***,2010,***,2010,***,2010,***,2010,3.309664249420166,--,7.1,2010,1005.7600708007812,--,4.179337501525879,2010,49.86207317073171,2010,39,2010,46,2010,11.6,2010
579,Togo,768,TGO,2010,145,52.08917999267578,***,2008,***,2008,***,2008,***,2008,3.0893828868865967,--,6.5,2010,786.2381591796875,--,4.426984786987305,2010,57.28156097560976,2010,83,2010,68,2010,11.5,2010
580,Thailand,764,THA,2010,29,78.37904357910156,***,2010,***,2010,***,2010,***,2010,2.1580827236175537,--,6.7,2010,601.3,2006,8.55191421508789,2010,73.69436585365855,2010,99,2010,98,2010,93.3,2010
581,Tajikistan,762,TJK,2010,84,70.0379409790039,***,2010,***,2010,***,2010,***,2010,2.8675270080566406,--,12.1,2010,1062.7039794921875,--,6.247734069824219,2010,68.56339024390246,2010,93,2010,94,2010,93.7,2010
582,Trinidad and Tobago,780,TTO,2010,69,72.54129791259766,***,2008,***,2008,***,2008,***,2008,0.40546509623527527,2009,27.0,2010,721.5,2009,10.306560516357422,2010,69.79756097560976,2010,90,2010,92,2010,91.4,2010
583,Tunisia,788,TUN,2010,49,75.14387512207031,***,2010,***,2010,***,2010,***,2010,1.4811031818389893,--,24.6,2010,564.8627319335938,--,10.556720733642578,2010,74.60243902439025,2010,98,2010,97,2010,89.0,2010
584,Turkey,792,TUR,2010,59,74.1156005859375,***,2010,***,2010,***,2010,***,2010,0.09531018137931824,2010,27.0,2010,456.7,2010,11.528860092163086,2010,74.0909268292683,2010,97,2010,97,2010,92.9,2010
585,Tanzania,834,TZA,2010,128,56.91384506225586,***,2010,***,2010,***,2010,***,2010,4.126928806304932,--,5.6,2010,1201.012939453125,--,3.943696975708008,2010,61.625609756097575,2010,91,2010,92,2010,13.1,2010
586,Uganda,800,UGA,2010,141,53.58341979980469,***,2010,***,2010,***,2010,***,2010,3.835239887237549,--,3.7,2010,1061.591064453125,--,2.4705471992492676,2010,55.83665853658537,2010,80,2010,73,2010,18.0,2010
587,Ukraine,804,UKR,2010,129,56.74583435058594,***,2010,***,2010,***,2010,***,2010,2.646174907684326,2010,18.7,2010,918.1,2010,8.522673606872559,2010,70.26536585365855,2010,52,2010,56,2010,95.6,2010
588,Uruguay,858,URY,2010,37,76.8489990234375,***,2010,***,2010,***,2010,***,2010,0.09531018137931824,2010,23.8,2010,586.4,2010,10.36904525756836,2010,76.39460975609757,2010,95,2010,95,2010,95.5,2010
589,United States,840,USA,2010,22,79.44637298583984,***,2010,***,2010,***,2010,***,2010,-2.3025851249694824,2010,31.2,2010,478.4,2010,8.566431999206543,2010,78.54146341463415,2010,95,2010,92,2010,99.9,2010
590,Venezuela,862,VEN,2010,62,73.52976989746094,***,2010,***,2010,***,2010,***,2010,1.1314021348953247,2010,23.3,2010,605.7,2010,8.246980667114258,2010,73.67160975609757,2010,78,2010,79,2010,93.0,2010
591,Vietnam,704,VNM,2010,79,70.5390625,***,2010,***,2010,***,2010,***,2010,3.211698532104492,--,2.6,2010,835.511474609375,--,4.4481048583984375,2010,74.99036585365855,2010,93,2010,98,2010,69.7,2010
592,Yemen,887,YEM,2010,126,57.917510986328125,***,2010,***,2010,***,2010,***,2010,3.5672593116760254,--,15.7,2010,921.8889770507812,--,6.755751609802246,2010,62.76873170731709,2010,87,2010,73,2010,52.7,2010
593,South Africa,710,ZAF,2010,130,56.610923767089844,***,2010,***,2010,***,2010,***,2010,4.953711986541748,2010,24.1,2010,1370.3,2010,8.913326263427734,2010,54.390756097560974,2010,66,2010,74,2010,63.5,2010
594,Zambia,894,ZMB,2010,118,60.023521423339844,***,2009,***,2009,***,2009,***,2009,3.341301918029785,--,7.1,2010,1109.586181640625,--,3.8733956813812256,2010,56.383853658536594,2010,83,2010,96,2010,42.8,2010
595,Zimbabwe,716,ZWE,2010,112,62.01740646362305,***,2010,***,2010,***,2010,***,2010,2.2861087322235107,--,9.7,2010,804.9846801757812,--,4.491207599639893,2010,49.57465853658537,2010,89,2010,90,2010,37.7,2010
596,Afghanistan,4,AFG,2011,140,53.68797302246094,***,2011,***,2011,***,2011,***,2011,3.4859085083007812,--,2.4,2010,848.8392944335938,--,7.7847900390625,2011,59.3279512195122,2011,68,2011,64,2011,29.9,2011
597,Angola,24,AGO,2011,122,59.09150695800781,***,2011,***,2011,***,2011,***,2011,2.9558451175689697,--,8.3,2010,885.0047607421875,--,5.145266532897949,2011,51.05931707317073,2011,86,2011,88,2011,47.6,2011
598,Albania,8,ALB,2011,39,76.48019409179688,***,2011,***,2011,***,2011,***,2011,-2.3025851249694824,2009,16.1,2010,466.4,2009,7.863310813903809,2011,77.24058536585366,2011,99,2011,99,2011,91.5,2011
599,United Arab Emirates,784,ARE,2011,29,79.00947570800781,***,2011,***,2011,***,2011,***,2011,0.2158738374710083,--,34.5,2010,486.3,2010,6.696857452392578,2011,76.85119512195122,2011,94,2011,94,2011,97.5,2011
600,Argentina,32,ARG,2011,43,75.66695404052734,***,2011,***,2011,***,2011,***,2011,0.3364722430706024,2011,23.7,2010,589.8,2011,9.723876953125,2011,75.64904878048782,2011,92,2011,95,2011,95.2,2011
601,Armenia,51,ARM,2011,103,65.8509750366211,***,2011,***,2011,***,2011,***,2011,1.2237753868103027,2011,17.8,2010,719.7,2011,11.281314849853516,2011,74.34282926829269,2011,95,2011,97,2011,89.5,2011
602,Australia,36,AUS,2011,15,81.09361267089844,***,2011,***,2011,***,2011,***,2011,-2.3025851249694824,2011,26.0,2010,353.6,2011,7.151666164398193,2011,81.89512195121951,2011,92,2011,94,2011,100.0,2011
603,Austria,40,AUT,2011,23,79.75975799560547,***,2011,***,2011,***,2011,***,2011,-1.2039728164672852,2011,16.7,2010,404.3,2011,5.911569595336914,2011,80.9829268292683,2011,83,2011,76,2011,100.0,2011
604,Azerbaijan,31,AZE,2011,96,67.96088409423828,***,2011,***,2011,***,2011,***,2011,1.2527629137039185,2007,19.4,2010,730.1,2007,10.156462669372559,2011,70.55180487804877,2011,87,2011,92,2011,83.2,2011
605,Burundi,108,BDI,2011,110,63.36586380004883,***,2011,***,2011,***,2011,***,2011,3.787709951400757,--,2.0,2010,837.2401123046875,--,2.3519387245178223,2011,55.312024390243906,2011,96,2011,93,2011,47.2,2011
606,Belgium,56,BEL,2011,6,82.56696319580078,***,2011,***,2011,***,2011,***,2011,-1.6094379425048828,2011,18.7,2010,425.9,2011,6.378514289855957,2011,80.58536585365854,2011,98,2011,95,2011,99.5,2011
607,Benin,204,BEN,2011,143,53.502620697021484,***,2011,***,2011,***,2011,***,2011,3.3524653911590576,--,8.0,2010,930.47705078125,--,4.779058456420898,2011,58.9329024390244,2011,75,2011,70,2011,17.8,2011
608,Burkina Faso,854,BFA,2011,118,60.66801071166992,***,2011,***,2011,***,2011,***,2011,3.2314321994781494,--,5.3,2010,634.3546142578125,--,3.8822622299194336,2011,57.492048780487806,2011,91,2011,89,2011,18.0,2011
609,Bangladesh,50,BGD,2011,98,67.14057159423828,***,2011,***,2011,***,2011,***,2011,4.169143199920654,--,2.9,2010,848.553466796875,--,7.313072204589844,2011,70.47195121951222,2011,95,2011,89,2011,56.8,2011
610,Bulgaria,100,BGR,2011,88,69.63300323486328,***,2011,***,2011,***,2011,***,2011,0.4700036346912384,2011,21.2,2010,721.4,2011,9.742660522460938,2011,74.16341463414635,2011,95,2011,95,2011,85.9,2011
611,Bahrain,48,BHR,2011,49,74.90251159667969,***,2011,***,2011,***,2011,***,2011,-1.2039728164672852,2011,32.5,2010,522.8,2011,7.904214859008789,2011,76.26785365853661,2011,99,2011,99,2011,99.2,2011
612,Belarus,112,BLR,2011,93,68.62326049804688,***,2011,***,2011,***,2011,***,2011,1.808288812637329,2011,21.0,2010,889.1,2011,8.98934268951416,2011,70.55365853658537,2011,98,2011,99,2011,94.4,2011
613,Belize,84,BLZ,2011,65,73.1124496459961,***,2007,***,2007,***,2007,***,2007,0.18934877216815948,--,20.8,2010,673.0816040039062,--,9.003958702087402,2011,69.84368292682927,2011,95,2011,98,2011,89.9,2011
614,Bolivia,68,BOL,2011,105,65.46525573730469,***,2011,***,2011,***,2011,***,2011,2.313178777694702,--,15.3,2010,704.580810546875,--,6.142724514007568,2011,66.94256097560977,2011,95,2011,96,2011,47.5,2011
615,Brazil,76,BRA,2011,71,71.69410705566406,***,2011,***,2011,***,2011,***,2011,0.9555114507675171,2011,17.8,2010,654.0,2011,7.454957962036133,2011,73.55234146341465,2011,99,2011,99,2011,81.1,2011
616,Botswana,72,BWA,2011,85,70.30165100097656,***,2011,***,2011,***,2011,***,2011,0.18994678556919098,--,19.4,2010,543.6211547851562,--,5.571812629699707,2011,63.95160975609756,2011,95,2011,97,2011,61.5,2011
617,Central African Republic,140,CAF,2011,148,47.13670349121094,***,2011,***,2011,***,2011,***,2011,3.444537401199341,--,4.4,2010,867.2015380859375,--,5.218142509460449,2011,48.350439024390255,2011,47,2011,49,2011,21.1,2011
618,Canada,124,CAN,2011,17,80.85968780517578,***,2011,***,2011,***,2011,***,2011,-1.6094379425048828,2011,25.9,2010,370.5,2011,6.964842319488525,2011,81.34929268292684,2011,96,2011,95,2011,99.8,2011
619,Switzerland,756,CHE,2011,2,83.6495132446289,***,2009,***,2009,***,2009,***,2009,-2.3025851249694824,2011,17.8,2010,343.9,2011,5.463492393493652,2011,82.69512195121952,2011,96,2011,93,2011,99.9,2011
620,Chile,152,CHL,2011,55,74.29247283935547,***,2011,***,2011,***,2011,***,2011,0.7419373393058777,2011,25.3,2010,441.3,2011,10.480447769165039,2011,80.58697560975611,2011,94,2011,91,2011,98.3,2011
621,China,156,CHN,2011,41,75.94631958007812,***,2011,***,2011,***,2011,***,2011,3.534611940383911,--,5.3,2010,662.8924560546875,--,8.419283866882324,2011,75.20217073170731,2011,99,2011,99,2011,71.9,2011
622,Ivory Coast,384,CIV,2011,146,49.939849853515625,***,2009,***,2009,***,2009,***,2009,3.3572936058044434,--,7.9,2010,779.7310180664062,--,4.731318473815918,2011,50.51721951219513,2011,62,2011,49,2011,21.3,2011
623,Cameroon,120,CMR,2011,127,58.27177810668945,***,2011,***,2011,***,2011,***,2011,3.2606611251831055,--,9.8,2010,861.0916748046875,--,4.402454376220703,2011,54.137365853658544,2011,82,2011,76,2011,44.9,2011
624,Democratic Republic of Congo,180,COD,2011,138,55.182861328125,***,2011,***,2011,***,2011,***,2011,5.4063873291015625,--,3.7,2010,1083.7415771484375,--,3.904529333114624,2011,57.39863414634147,2011,74,2011,74,2011,27.2,2011
625,Congo,178,COG,2011,134,56.321231842041016,***,2011,***,2011,***,2011,***,2011,2.68802809715271,--,9.5,2010,911.5003051757812,--,5.217392921447754,2011,60.08517073170732,2011,80,2011,80,2011,14.4,2011
626,Colombia,170,COL,2011,69,72.20271301269531,***,2011,***,2011,***,2011,***,2011,0.7884573340415955,2011,19.0,2010,502.6,2011,7.43644905090332,2011,73.45480487804879,2011,85,2011,88,2011,79.8,2011
627,Comoros,174,COM,2011,124,58.781944274902344,***,2011,***,2011,***,2011,***,2011,2.441258668899536,--,5.6,2010,921.6510009765625,--,5.295097827911377,2011,62.21275609756098,2011,83,2011,79,2011,33.5,2011
628,Costa Rica,188,CRI,2011,42,75.80132293701172,***,2011,***,2011,***,2011,***,2011,0.2623642683029175,2011,21.9,2010,402.4,2011,7.848493576049805,2011,78.89017073170733,2011,85,2011,83,2011,94.1,2011
629,Cyprus,196,CYP,2011,30,78.59805297851562,***,2011,***,2011,***,2011,***,2011,-1.6094379425048828,2011,22.0,2010,382.4,2011,7.490424156188965,2011,79.57151219512195,2011,99,2011,87,2011,100.0,2011
630,Czech Republic,203,CZE,2011,36,77.55077362060547,***,2011,***,2011,***,2011,***,2011,-1.2039728164672852,2011,25.3,2010,538.1,2011,9.245323181152344,2011,77.87317073170732,2011,99,2011,98,2011,99.1,2011
631,Germany,276,DEU,2011,9,82.03216552734375,***,2011,***,2011,***,2011,***,2011,-1.6094379425048828,2011,18.5,2010,416.8,2011,7.160423278808594,2011,80.74146341463415,2011,96,2011,97,2011,99.2,2011
632,Djibouti,262,DJI,2011,111,63.35440444946289,***,2011,***,2011,***,2011,***,2011,1.6067994832992554,--,8.3,2010,927.3478393554688,--,5.962085247039795,2011,60.85056097560976,2011,87,2011,84,2011,47.3,2011
633,Denmark,208,DNK,2011,22,79.86298370361328,***,2011,***,2011,***,2011,***,2011,-1.6094379425048828,2011,17.7,2010,451.8,2011,6.034578323364258,2011,79.8,2011,91,2011,87,2011,99.6,2011
634,Dominican Republic,214,DOM,2011,77,71.00257873535156,***,2011,***,2011,***,2011,***,2011,1.381137490272522,--,21.0,2010,535.6406860351562,--,8.545594215393066,2011,72.94529268292683,2011,84,2011,87,2011,82.5,2011
635,Algeria,12,DZA,2011,61,73.51936340332031,***,2011,***,2011,***,2011,***,2011,2.1716015338897705,--,22.6,2010,611.7557373046875,--,9.412717819213867,2011,74.07,2011,95,2011,95,2011,86.8,2011
636,Ecuador,218,ECU,2011,59,74.0728530883789,***,2011,***,2011,***,2011,***,2011,1.3083328008651733,2011,16.8,2010,474.2,2011,6.642293930053711,2011,75.22643902439026,2011,88,2011,94,2011,81.7,2011
637,Egypt,818,EGY,2011,92,68.83587646484375,***,2011,***,2011,***,2011,***,2011,-0.2231435477733612,2011,26.2,2010,836.3,2011,14.604240417480469,2011,70.53331707317074,2011,96,2011,96,2011,94.7,2011
638,Spain,724,ESP,2011,18,80.6874771118164,***,2011,***,2011,***,2011,***,2011,-1.2039728164672852,2011,22.1,2010,364.4,2011,9.132499694824219,2011,82.47560975609757,2011,97,2011,97,2011,99.9,2011
639,Estonia,233,EST,2011,63,73.24861145019531,***,2011,***,2011,***,2011,***,2011,0.7884573340415955,2011,21.2,2010,587.9,2011,8.957149505615234,2011,76.22926829268293,2011,93,2011,94,2011,97.2,2011
640,Ethiopia,231,ETH,2011,135,55.64883804321289,***,2012,***,2012,***,2012,***,2013,4.672703266143799,--,3.3,2010,1103.157470703125,--,3.585172653198242,2011,62.0830243902439,2011,65,2011,68,2011,23.0,2011
641,Finland,246,FIN,2011,26,79.36133575439453,***,2011,***,2011,***,2011,***,2011,-0.9162907600402832,2011,19.0,2010,422.2,2011,7.635605812072754,2011,80.47073170731709,2011,99,2011,97,2011,97.6,2011
642,France,250,FRA,2011,12,81.59169006347656,***,2011,***,2011,***,2011,***,2011,-0.9162907600402832,2011,22.0,2010,370.7,2011,7.837032318115234,2011,82.11463414634147,2011,99,2011,89,2011,98.7,2011
643,Gabon,266,GAB,2011,128,58.196414947509766,***,2011,***,2011,***,2011,***,2011,0.5719349980354309,--,15.7,2010,640.5640869140625,--,7.71140193939209,2011,62.705097560975624,2011,75,2011,72,2011,41.2,2011
644,United Kingdom,826,GBR,2011,11,81.76541137695312,***,2011,***,2011,***,2011,***,2011,-1.2039728164672852,2011,25.5,2010,407.0,2011,7.464414596557617,2011,80.95121951219512,2011,95,2011,90,2011,99.2,2011
645,Georgia,268,GEO,2011,95,68.5051040649414,***,2011,***,2011,***,2011,***,2011,1.0647107362747192,2011,18.6,2010,681.7,2011,13.27480411529541,2011,74.18204878048782,2011,94,2011,91,2011,88.7,2011
646,Ghana,288,GHA,2011,119,60.64295959472656,***,2011,***,2011,***,2011,***,2011,2.8603007793426514,--,10.1,2010,783.0848388671875,--,4.525033950805664,2011,60.80800000000001,2011,91,2011,91,2011,14.0,2011
647,Guinea,324,GIN,2011,147,49.714927673339844,***,2011,***,2011,***,2011,***,2011,3.742950439453125,--,5.8,2010,1050.6524658203125,--,4.3600754737854,2011,57.00053658536586,2011,63,2011,62,2011,18.4,2011
648,Greece,300,GRC,2011,37,76.87397766113281,***,2011,***,2011,***,2011,***,2011,-1.2039728164672852,2011,21.3,2010,415.2,2011,8.798770904541016,2011,80.73170731707317,2011,99,2011,99,2011,98.8,2011
649,Guatemala,320,GTM,2011,89,69.43694305419922,***,2011,***,2011,***,2011,***,2011,1.0296194553375244,2011,17.1,2010,687.3,2011,7.113825798034668,2011,71.01041463414634,2011,88,2011,89,2011,62.2,2011
650,Guyana,328,GUY,2011,94,68.62080383300781,***,2007,***,2007,***,2007,***,2007,2.8033604621887207,2011,20.5,2010,1054.7,2011,7.837108612060547,2011,66.12914634146343,2011,93,2011,98,2011,83.6,2011
651,Hong Kong,344,HKG,2011,8,82.29751586914062,***,2011,***,2011,***,2011,***,2011,0.2623642683029175,2011,8.055869102478027,--,318.5,2011,9.100208282470703,2011,83.4219512195122,2011,99,--,99,--,100.0,--
652,Honduras,340,HND,2011,72,71.69154357910156,***,2011,***,2011,***,2011,***,2011,2.2888848781585693,--,16.5,2010,630.745361328125,--,6.549866676330566,2011,72.57273170731708,2011,91,2011,95,2011,78.7,2011
653,Croatia,191,HRV,2011,51,74.72372436523438,***,2011,***,2011,***,2011,***,2011,-0.2231435477733612,2011,21.4,2010,578.5,2011,9.28921127319336,2011,76.77560975609757,2011,96,2011,96,2011,97.1,2011
654,Hungary,348,HUN,2011,54,74.5926284790039,***,2011,***,2011,***,2011,***,2011,-0.2231435477733612,2011,22.5,2010,669.5,2011,9.554244995117188,2011,74.85853658536587,2011,99,2011,99,2011,98.0,2011
655,Indonesia,360,IDN,2011,91,69.22691345214844,***,2011,***,2011,***,2011,***,2011,3.4611945152282715,--,4.3,2010,723.404541015625,--,6.476283550262451,2011,68.33439024390245,2011,81,2011,80,2011,57.9,2011
656,India,356,IND,2011,114,61.49885559082031,***,2011,***,2011,***,2011,***,2011,4.338393688201904,--,4.0,2010,885.0339965820312,--,7.391597747802734,2011,66.90417073170732,2011,82,2011,84,2011,36.5,2011
657,Ireland,372,IRL,2011,19,80.17255401611328,***,2011,***,2011,***,2011,***,2011,-0.9162907600402832,2011,23.1,2010,418.9,2011,6.897150993347168,2011,80.74634146341464,2011,95,2011,92,2011,90.2,2011
658,Iran,364,IRN,2011,79,70.90576171875,***,2011,***,2011,***,2011,***,2011,2.3337135314941406,--,23.9,2010,838.9395751953125,--,8.95022964477539,2011,74.41258536585366,2011,99,2011,99,2011,89.3,2011
659,Iraq,368,IRQ,2011,117,61.010066986083984,***,2011,***,2011,***,2011,***,2011,3.092172622680664,--,21.0,2010,776.891845703125,--,11.901098251342773,2011,68.70970731707317,2011,79,2011,77,2011,84.0,2011
660,Iceland,352,ISL,2011,4,82.9859390258789,***,2008,***,2008,***,2008,***,2008,-1.2407907247543335,--,21.3,2010,354.67431640625,--,7.036596298217773,2011,82.35853658536587,2011,95,2011,94,2011,98.8,2011
661,Israel,376,ISR,2011,32,78.28977966308594,***,2011,***,2011,***,2011,***,2011,-1.6094379425048828,2011,23.5,2010,368.9,2011,7.054764747619629,2011,81.65609756097562,2011,94,2011,97,2011,100.0,2011
662,Italy,380,ITA,2011,28,79.06204223632812,***,2011,***,2011,***,2011,***,2011,-1.2039728164672852,2011,19.6,2010,364.4,2011,8.162611961364746,2011,82.1878048780488,2011,96,2011,90,2011,99.5,2011
663,Jamaica,388,JAM,2011,60,73.59068298339844,***,2011,***,2011,***,2011,***,2011,-1.2039728164672852,2011,24.5,2010,560.3,2011,10.635367393493652,2011,75.08624390243904,2011,92,2011,88,2011,81.6,2011
664,Jordan,400,JOR,2011,44,75.4798812866211,***,2011,***,2011,***,2011,***,2011,1.603662133216858,--,28.1,2010,651.4129028320312,--,12.055750846862793,2011,73.59185365853659,2011,98,2011,98,2011,98.5,2011
665,Japan,392,JPN,2011,3,83.57653045654297,***,2011,***,2011,***,2011,***,2011,-0.2231435477733612,2011,2.9,2010,338.6,2011,9.983306884765625,2011,82.59121951219514,2011,98,2011,94,2011,100.0,2011
666,Kazakhstan,398,KAZ,2011,87,70.10054779052734,***,2011,***,2011,***,2011,***,2011,2.1041340827941895,2011,21.2,2010,970.9,2011,10.498307228088379,2011,68.98,2011,99,2011,99,2011,97.4,2011
667,Kenya,404,KEN,2011,115,61.4976692199707,***,2011,***,2011,***,2011,***,2011,3.832329750061035,--,5.6,2010,1079.6024169921875,--,3.635162353515625,2011,59.53421951219513,2011,88,2011,87,2011,29.4,2011
668,Kyrgyzstan,417,KGZ,2011,74,71.53302001953125,***,2011,***,2011,***,2011,***,2011,2.6318888664245605,2011,13.0,2010,929.2,2011,7.530840873718262,2011,69.60243902439025,2011,96,2011,97,2011,92.9,2011
669,Cambodia,116,KHM,2011,101,66.34488677978516,***,2011,***,2011,***,2011,***,2011,2.6922993659973145,--,2.3,2010,797.3990478515625,--,5.354611873626709,2011,66.87287804878049,2011,94,2011,93,2011,35.4,2011
670,South Korea,410,KOR,2011,16,81.06433868408203,***,2011,***,2011,***,2011,***,2011,1.3862943649291992,2011,4.2,2010,400.4,2011,8.709127426147461,2011,80.96707317073172,2011,99,2011,99,2011,100.0,2011
671,Kuwait,414,KWT,2011,25,79.46039581298828,***,2011,***,2011,***,2011,***,2011,0.0,2011,36.8,2010,389.3,2011,13.730316162109375,2011,74.23351219512196,2011,99,2011,99,2011,100.0,2011
672,Laos,418,LAO,2011,99,66.5396728515625,***,2011,***,2011,***,2011,***,2011,2.321815252304077,--,2.5,2010,857.7302856445312,--,5.310230255126953,2011,64.79812195121951,2011,78,2011,69,2011,61.7,2011
673,Lebanon,422,LBN,2011,86,70.23474884033203,***,2011,***,2011,***,2011,***,2011,0.555580198764801,--,28.4,2010,482.2596130371094,--,11.535724639892578,2011,78.6898536585366,2011,81,2011,79,2011,80.7,2011
674,Liberia,430,LBR,2011,139,53.72053527832031,***,2011,***,2011,***,2011,***,2011,3.423896074295044,--,5.4,2010,889.6455688476562,--,5.1239213943481445,2011,59.86434146341464,2011,77,2011,71,2011,15.8,2011
675,Libya,434,LBY,2011,57,74.24690246582031,***,2012,***,2012,***,2012,***,2015,1.2727760076522827,--,30.0,2010,375.77197265625,--,12.049581527709961,2011,71.68326829268292,2011,98,2011,98,2011,96.6,2011
676,Sri Lanka,144,LKA,2011,40,76.22409057617188,***,2011,***,2011,***,2011,***,2011,2.118410348892212,--,4.8,2010,658.5,2006,7.026859283447266,2011,74.42456097560977,2011,99,2011,99,2011,92.7,2011
677,Lesotho,426,LSO,2011,120,60.06199264526367,***,2011,***,2011,***,2011,***,2011,1.8796577453613281,--,12.8,2010,698.7149047851562,--,5.7701568603515625,2011,48.21975609756098,2011,96,2011,92,2011,28.9,2011
678,Lithuania,440,LTU,2011,90,69.39937591552734,***,2011,***,2011,***,2011,***,2011,1.6486586332321167,2011,23.8,2010,711.4,2011,9.127635955810547,2011,73.56341463414635,2011,92,2011,94,2011,90.8,2011
679,Luxembourg,442,LUX,2011,1,85.33162689208984,***,2011,***,2011,***,2011,***,2011,-2.009472131729126,--,20.8,2010,116.2523422241211,--,6.643944263458252,2011,80.98780487804878,2011,99,2011,96,2011,97.6,2011
680,Latvia,428,LVA,2011,80,70.74402618408203,***,2011,***,2011,***,2011,***,2011,0.9555114507675171,2011,22.2,2010,711.0,2011,8.991657257080078,2011,73.57560975609756,2011,92,2011,92,2011,86.1,2011
681,Morocco,504,MAR,2011,81,70.72955322265625,***,2011,***,2011,***,2011,***,2011,2.6081936359405518,--,20.2,2010,678.8966064453125,--,11.01113224029541,2011,72.98543902439025,2011,99,2011,99,2011,74.7,2011
682,Moldova,498,MDA,2011,102,66.34231567382812,***,2011,***,2011,***,2011,***,2011,2.4159138202667236,2011,13.6,2010,893.2,2011,8.565191268920898,2011,70.2710975609756,2011,93,2011,91,2011,75.5,2011
683,Madagascar,450,MDG,2011,137,55.34136962890625,***,2011,***,2011,***,2011,***,2011,4.064990997314453,--,4.5,2010,978.7467041015625,--,3.635878086090088,2011,63.807414634146355,2011,73,2011,62,2011,11.5,2011
