,country,isonum,isocode,year,rank_safe,safe,shelter,shelter_year,food,food_year,walking,walking_year,stolen,stolen_year,warcasual,warcasual_year,pts,pts_year,tdeathslnl5,tdeathslnl5_year,refugee_oriln,refugee_oriln_year,bdeathslnl,bdeathslnl_year,rdeathslnl,rdeathslnl_year,homilnl,homilnl_year
580,Thailand,764,THA,2010,95,62.66121292114258,***,2010,***,2010,***,2010,***,2010,1.0,2010,4.0,2010,5.318233966827393,2010,1.6748453378677368,2010,0.712569534778595,2010,2.7278528213500977,2006,1.7052607536315918,2010
581,Tajikistan,762,TJK,2010,59,69.62198638916016,***,2010,***,2010,***,2010,***,2010,0.0,2010,2.0,2010,-0.13862943649291992,2010,4.3321051597595215,2010,2.5592305660247803,2010,2.6829073429107666,--,0.7091026902198792,2010
582,Trinidad and Tobago,780,TTO,2010,98,62.14070129394531,***,2008,***,2008,***,2008,***,2008,0.0,2010,2.5,2010,-0.6931471824645996,2010,5.2575178146362305,2010,-4.2985358238220215,2010,2.7911651134490967,2009,3.5727646350860596,2010
583,Tunisia,788,TUN,2010,44,72.70439910888672,***,2010,***,2010,***,2010,***,2010,0.0,2010,3.0,2010,-0.026706267148256302,2010,5.328473091125488,2010,-4.2985358238220215,2010,2.648961305618286,--,0.9895544052124023,2010
584,Turkey,792,TUR,2010,127,57.17076110839844,***,2010,***,2010,***,2010,***,2010,2.0,2010,3.0,2010,3.2437057495117188,2010,7.615817546844482,2010,0.8188982605934143,2010,1.8870697021484375,2010,1.4463168382644653,2010
585,Tanzania,834,TZA,2010,110,59.653045654296875,***,2010,***,2010,***,2010,***,2010,0.0,2010,2.5,2010,-0.6931471824645996,2010,3.2213149070739746,2010,-4.2985358238220215,2010,3.1042990684509277,--,2.103391408920288,2012
586,Uganda,800,UGA,2010,136,54.54772186279297,***,2010,***,2010,***,2010,***,2010,0.0,2010,3.5,2010,2.0423781871795654,2010,5.269413948059082,2010,-4.2985358238220215,2010,2.931948184967041,--,2.229757785797119,2010
587,Ukraine,804,UKR,2010,76,66.38947296142578,***,2010,***,2010,***,2010,***,2010,0.0,2010,3.0,2010,-0.5545177459716797,2010,6.305234909057617,2010,-4.2985358238220215,2010,2.4595887660980225,2010,1.4625667333602905,2010
588,Uruguay,858,URY,2010,55,70.54491424560547,***,2010,***,2010,***,2010,***,2010,0.0,2010,1.0,2010,-0.6931471824645996,2010,4.009524822235107,2010,-4.2985358238220215,2010,2.6810214519500732,2010,1.8049241304397583,2010
589,United States,840,USA,2010,51,71.63411712646484,***,2010,***,2010,***,2010,***,2010,0.0,2010,3.0,2010,0.8553332090377808,2010,2.2805330753326416,2010,-4.2985358238220215,2010,2.424802780151367,2010,1.5507181882858276,2010
590,Venezuela,862,VEN,2010,126,57.2786750793457,***,2010,***,2010,***,2010,***,2010,0.0,2010,3.0,2010,0.18325814604759216,2010,5.4428629875183105,2010,-4.2985358238220215,2010,3.1090610027313232,2010,3.807467222213745,2010
591,Vietnam,704,VNM,2010,53,70.75074768066406,***,2010,***,2010,***,2010,***,2010,0.0,2010,2.5,2010,-0.6931471824645996,2010,8.267732620239258,2010,-4.2985358238220215,2010,2.5112762451171875,--,0.4056814908981323,2010
592,Yemen,887,YEM,2010,131,56.5559196472168,***,2010,***,2010,***,2010,***,2010,2.0,2010,4.5,2010,3.9629735946655273,2010,4.477291584014893,2010,-4.2985358238220215,2010,2.692122220993042,--,1.5744340419769287,2010
593,South Africa,710,ZAF,2010,102,61.20390319824219,***,2010,***,2010,***,2010,***,2010,0.0,2010,3.0,2010,-0.5545177459716797,2010,2.0124361515045166,2010,-4.2985358238220215,2010,2.451004981994629,2010,3.4333457946777344,2010
594,Zambia,894,ZMB,2010,113,58.907161712646484,***,2009,***,2009,***,2009,***,2009,0.0,2010,4.0,2010,-0.6931471824645996,2010,2.7962028980255127,2010,-4.2985358238220215,2010,2.635878562927246,--,1.8178725242614746,2010
595,Zimbabwe,716,ZWE,2010,112,59.442012786865234,***,2010,***,2010,***,2010,***,2010,0.0,2010,3.5,2010,-0.026706289499998093,2010,7.452319622039795,2010,-4.2985358238220215,2010,2.812346935272217,--,1.6932340860366821,2010
596,Afghanistan,4,AFG,2011,148,37.14301300048828,***,2011,***,2011,***,2011,***,2011,3.0,2011,5.0,2011,7.0683274269104,2011,11.434809684753418,2011,5.158298015594482,2011,2.265711545944214,--,1.4317771196365356,2011
597,Angola,24,AGO,2011,127,56.05426025390625,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,0.0,2011,8.676543235778809,2011,-4.2985358238220215,2011,2.9776105880737305,--,2.3837757110595703,2012
598,Albania,8,ALB,2011,44,72.70266723632812,***,2011,***,2011,***,2011,***,2009,0.0,2011,2.0,2011,-0.6931471824645996,2011,8.447857856750488,2011,-4.2985358238220215,2011,-2.995732307434082,2009,1.5183401107788086,2011
599,United Arab Emirates,784,ARE,2011,13,82.19524383544922,***,2011,***,2011,***,2010,***,2011,0.0,2011,1.5,2011,-0.6931471824645996,2011,4.01890230178833,2011,-4.2985358238220215,2011,2.1474971771240234,--,-0.4894377589225769,2011
600,Argentina,32,ARG,2011,57,69.58360290527344,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,-0.6931471824645996,2011,2.5205390453338623,2011,-4.2985358238220215,2011,2.5176963806152344,2011,1.9260412454605103,2011
601,Armenia,51,ARM,2011,71,67.07647705078125,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.5545177459716797,2011,8.622444152832031,2011,-4.2985358238220215,2011,1.7749522924423218,2011,0.8795445561408997,2011
602,Australia,36,AUS,2011,18,81.39378356933594,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.6931471824645996,2011,0.5571817755699158,2011,-4.2985358238220215,2011,1.8245493173599243,2011,0.07775159180164337,2011
603,Austria,40,AUT,2011,5,83.8076400756836,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.5545177459716797,2011,0.270658940076828,2011,-4.2985358238220215,2011,1.722766637802124,2011,-0.08125489205121994,2011
604,Azerbaijan,31,AZE,2011,102,62.27460479736328,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.09400071948766708,2011,7.47414493560791,2011,-4.2985358238220215,2011,0.0,2007,0.7575792670249939,2010
605,Burundi,108,BDI,2011,129,54.92821502685547,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.5,2011,2.045374870300293,2011,9.244346618652344,2011,-4.2985358238220215,2011,2.8430182933807373,--,1.3118922710418701,2011
606,Belgium,56,BEL,2011,23,79.83052825927734,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.6931471824645996,2011,2.097583532333374,2011,-4.2985358238220215,2011,2.0281481742858887,2011,0.6540987491607666,2011
607,Benin,204,BEN,2011,100,62.70530319213867,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.0,2011,-0.6931471824645996,2011,3.853120803833008,2011,-4.2985358238220215,2011,2.725958824157715,--,1.845055341720581,2012
608,Burkina Faso,854,BFA,2011,63,68.90978240966797,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.6931471824645996,2011,4.368314743041992,2011,-4.2985358238220215,2011,2.8113503456115723,--,-0.5767746567726135,2011
609,Bangladesh,50,BGD,2011,64,68.89208984375,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.5,2011,2.009387731552124,2011,4.182839393615723,2011,-4.2985358238220215,2011,2.1678223609924316,--,0.9483852982521057,2011
610,Bulgaria,100,BGR,2011,47,72.17188262939453,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.0,2011,-0.6931471824645996,2011,5.757862567901611,2011,-4.2985358238220215,2011,2.0412204265594482,2011,0.5586567521095276,2011
611,Bahrain,48,BHR,2011,49,71.54515838623047,***,2011,***,2011,***,2011,***,2011,0.00016732816584408283,--,3.0,2011,-0.5545177459716797,2011,5.103658199310303,2011,-4.2985358238220215,2011,1.667706847190857,2011,-0.6068996787071228,2011
612,Belarus,112,BLR,2011,70,67.14362335205078,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,-0.0415278896689415,2011,6.438490390777588,2011,-4.2985358238220215,2011,2.660259485244751,2011,1.3777904510498047,2011
613,Belize,84,BLZ,2011,90,63.96101760864258,***,2007,***,2007,***,2007,***,2007,0.0012147924862802029,--,2.0,2011,-0.6931471824645996,2011,4.576847076416016,2011,-4.2985358238220215,2011,3.1499500274658203,--,3.674274206161499,2011
614,Bolivia,68,BOL,2011,88,64.53250885009766,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.0,2011,-0.6931471824645996,2011,4.1047186851501465,2011,-4.2985358238220215,2011,2.9414780139923096,--,2.2982656955718994,2011
615,Brazil,76,BRA,2011,74,66.45211791992188,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.5,2011,-0.6931471824645996,2011,1.6508702039718628,2011,-4.2985358238220215,2011,3.0773122310638428,2011,3.149487257003784,2011
616,Botswana,72,BWA,2011,106,61.61081314086914,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.6931471824645996,2011,3.705627918243408,2011,-4.2985358238220215,2011,2.900941848754883,--,2.7334487438201904,2010
617,Central African Republic,140,CAF,2011,147,38.3251953125,***,2011,***,2011,***,2011,***,2011,3.0,2011,4.0,2011,2.204315185546875,2011,10.489737510681152,2011,2.751758575439453,2011,2.859945297241211,--,2.6136600971221924,2012
618,Canada,124,CAN,2011,20,80.59535217285156,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.6931471824645996,2011,1.1549561023712158,2011,-4.2985358238220215,2011,1.8245493173599243,2011,0.43049749732017517,2011
619,Switzerland,756,CHE,2011,4,84.38471221923828,***,2009,***,2009,***,2009,***,2009,0.0,2011,1.0,2011,-0.6931471824645996,2011,0.9273014068603516,2011,-4.2985358238220215,2011,1.2527629137039185,2011,-0.5347249507904053,2011
620,Chile,152,CHL,2011,54,70.6670913696289,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.0,2011,-0.6931471824645996,2011,4.235882759094238,2011,-4.2985358238220215,2011,2.4932055473327637,2011,1.2996628284454346,2011
621,China,156,CHN,2011,61,69.2321548461914,***,2011,***,2011,***,2011,***,2011,1.0,2011,4.0,2011,2.511688470840454,2011,4.953217506408691,2011,-4.2985358238220215,2011,2.583930492401123,--,-0.1287277191877365,2011
622,Ivory Coast,384,CIV,2011,139,52.59625244140625,***,2009,***,2009,***,2009,***,2009,2.0,2011,4.5,2011,0.6717275381088257,2011,8.924551010131836,2011,0.5298544764518738,2011,2.5884182453155518,--,2.520653486251831,2012
623,Cameroon,120,CMR,2011,105,61.97247314453125,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,1.3670369386672974,2011,6.576437473297119,2011,-4.2985358238220215,2011,2.9583027362823486,--,0.9550690054893494,2011
624,Democratic Republic of Congo,180,COD,2011,149,36.07979202270508,***,2011,***,2011,***,2011,***,2011,5.0,2011,4.5,2011,5.087747097015381,2011,8.884387016296387,2011,0.9150066375732422,2011,2.8790884017944336,--,2.6009039878845215,2012
625,Congo,178,COG,2011,115,58.543426513671875,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.0,2011,-0.6931471824645996,2011,8.030545234680176,2011,-4.2985358238220215,2011,2.7018866539001465,--,2.355339765548706,2012
626,Colombia,170,COL,2011,143,44.849365234375,***,2011,***,2011,***,2011,***,2011,4.0,2011,4.0,2011,4.212182998657227,2011,9.051602363586426,2011,1.4708293676376343,2011,2.5649492740631104,2011,3.512810230255127,2011
627,Comoros,174,COM,2011,99,62.865413665771484,***,2011,***,2011,***,2011,***,2011,0.0833461731672287,--,2.0,2011,-0.6931471824645996,2011,6.379119396209717,2011,-4.2985358238220215,2011,2.713466167449951,--,2.08107852935791,2012
628,Costa Rica,188,CRI,2011,72,66.69710540771484,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.0,2011,-0.6931471824645996,2011,4.275956153869629,2011,-4.2985358238220215,2011,2.525728702545166,2011,2.2996442317962646,2011
629,Cyprus,196,CYP,2011,21,80.54943084716797,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.5,2011,-0.6931471824645996,2011,2.287567615509033,2011,-4.2985358238220215,2011,2.1041340827941895,2011,-0.2233307957649231,2011
630,Czech Republic,203,CZE,2011,28,78.37261199951172,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.6931471824645996,2011,4.286255359649658,2011,-4.2985358238220215,2011,2.0149030685424805,2011,-0.1994553655385971,2011
631,Germany,276,DEU,2011,7,83.6790771484375,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.27725887298583984,2011,0.7548065185546875,2011,-4.2985358238220215,2011,1.5475624799728394,2011,-0.22926540672779083,2011
632,Djibouti,262,DJI,2011,66,68.02884674072266,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.6931471824645996,2011,6.572467803955078,2011,-4.2985358238220215,2011,2.2559146881103516,--,1.9488693475723267,2012
633,Denmark,208,DNK,2011,6,83.74602508544922,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.6931471824645996,2011,0.4797268211841583,2011,-4.2985358238220215,2011,1.2527629137039185,2011,-0.23370401561260223,2011
634,Dominican Republic,214,DOM,2011,116,58.140968322753906,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.5,2011,-0.6931471824645996,2011,3.216165542602539,2011,-4.2985358238220215,2011,3.1546576023101807,--,3.208617925643921,2011
635,Algeria,12,DZA,2011,84,64.75477600097656,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,4.875401496887207,2011,5.116237163543701,2011,1.9840052127838135,2011,2.653715133666992,--,-0.2876361310482025,2011
636,Ecuador,218,ECU,2011,85,64.72007751464844,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,-0.6931471824645996,2011,4.092545509338379,2011,-4.2985358238220215,2011,3.1484534740448,2011,2.732647657394409,2011
637,Egypt,818,EGY,2011,92,63.75184631347656,***,2011,***,2011,***,2011,***,2011,1.0,2011,4.0,2011,0.25055259466171265,2011,4.550879001617432,2011,-4.2985358238220215,2011,2.2407097816467285,2011,1.2290128469467163,2011
638,Spain,724,ESP,2011,22,80.03634643554688,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.5,2011,0.02355661429464817,2011,-0.08345791697502136,2011,-4.2985358238220215,2011,1.4586150646209717,2011,-0.19442912936210632,2011
639,Estonia,233,EST,2011,51,71.46875,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.5545177459716797,2011,5.128394603729248,2011,-4.2985358238220215,2011,2.0918641090393066,2011,1.618873119354248,2011
640,Ethiopia,231,ETH,2011,125,56.28754425048828,***,2012,***,2012,***,2012,***,2012,1.0,2011,3.5,2011,2.7902989387512207,2011,6.666688442230225,2011,1.6734622716903687,2011,2.616250991821289,--,2.085977077484131,2012
641,Finland,246,FIN,2011,17,81.4318618774414,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.1150728240609169,2011,0.26168540120124817,2011,-4.2985358238220215,2011,1.7047480344772339,2011,0.7162032723426819,2011
642,France,250,FRA,2011,26,79.24344635009766,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.5,2011,-0.3347952961921692,2011,0.41547295451164246,2011,-4.2985358238220215,2011,1.7749522924423218,2011,0.2942991554737091,2011
643,Gabon,266,GAB,2011,120,57.60899353027344,***,2011,***,2011,***,2011,***,2011,0.01958085410296917,--,2.0,2011,-0.6931471824645996,2011,4.697578430175781,2011,-4.2985358238220215,2011,2.6570818424224854,--,2.241772174835205,2012
644,United Kingdom,826,GBR,2011,15,81.65494537353516,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,0.2197224646806717,2011,0.8633992075920105,2011,-4.2985358238220215,2011,1.0647107362747192,2011,0.036764975637197495,2011
645,Georgia,268,GEO,2011,76,65.8211898803711,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,0.9735068678855896,2011,7.866932392120361,2011,-4.2985358238220215,2011,-0.10536051541566849,2011,1.4494963884353638,2010
646,Ghana,288,GHA,2011,78,65.77564239501953,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.6931471824645996,2011,6.70536470413208,2011,-4.2985358238220215,2011,2.7201967239379883,--,0.5363211035728455,2011
647,Guinea,324,GIN,2011,124,56.584442138671875,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.6931471824645996,2011,7.058764457702637,2011,-4.2985358238220215,2011,2.7786920070648193,--,2.2002806663513184,2012
648,Greece,300,GRC,2011,38,73.79048919677734,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,-0.13862943649291992,2011,1.6179653406143188,2011,-4.2985358238220215,2011,2.3795461654663086,2011,0.5039822459220886,2011
649,Guatemala,320,GTM,2011,114,58.77408981323242,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,-0.6931471824645996,2011,6.002744674682617,2011,-4.2985358238220215,2011,2.0281481742858887,2011,3.661536931991577,2011
650,Guyana,328,GUY,2011,86,64.65204620361328,***,2007,***,2007,***,2007,***,2007,0.008668450638651848,--,2.0,2011,0.07258109748363495,2011,6.927556991577148,2011,-4.2985358238220215,2011,3.1354942321777344,2011,2.803164482116699,2011
651,Hong Kong,344,HKG,2011,2,85.7487564086914,***,2011,***,2011,***,2011,***,2011,0.03646807745099068,--,2.0,--,-0.6931471824645996,2011,0.7519634366035461,2011,-4.2985358238220215,2011,0.0,2011,-1.4187694787979126,2011
652,Honduras,340,HND,2011,126,56.26332092285156,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,-0.13862943649291992,2011,5.552794456481934,2011,-4.2985358238220215,2011,2.7011544704437256,--,4.519465446472168,2011
653,Croatia,191,HRV,2011,34,75.61438751220703,***,2011,***,2011,***,2011,***,2009,0.0,2011,1.0,2011,-0.6931471824645996,2011,9.591204643249512,2011,-4.2985358238220215,2011,2.3418056964874268,2011,0.12601755559444427,2011
654,Hungary,348,HUN,2011,40,73.51575469970703,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.5,2011,-0.41588830947875977,2011,4.821498870849609,2011,-4.2985358238220215,2011,2.0149030685424805,2011,0.5556397438049316,2011
655,Indonesia,360,IDN,2011,36,74.05876922607422,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,0.7248681783676147,2011,4.184793949127197,2011,-4.2985358238220215,2011,2.1847264766693115,--,-0.5077428817749023,2011
656,India,356,IND,2011,137,52.78762435913086,***,2011,***,2011,***,2011,***,2011,7.0,2011,4.0,2011,6.527899265289307,2011,2.5658862590789795,2011,-1.058115839958191,2011,2.4548685550689697,--,1.2738186120986938,2011
657,Ireland,372,IRL,2011,12,82.45831298828125,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.5545177459716797,2011,0.5584427714347839,2011,-4.2985358238220215,2011,1.4109870195388794,2011,-0.08050408214330673,2011
658,Iran,364,IRN,2011,135,53.834693908691406,***,2011,***,2011,***,2008,***,2011,0.0,2011,4.0,2011,3.7292330265045166,2011,6.869480133056641,2011,0.41625577211380005,2011,2.7923338413238525,--,1.562819242477417,2012
659,Iraq,368,IRQ,2011,144,43.97867965698242,***,2011,***,2011,***,2011,***,2011,4.0,2011,4.0,2011,7.949312686920166,2011,10.712214469909668,2011,3.693264961242676,2011,2.4037020206451416,--,2.075253963470459,2011
660,Iceland,352,ISL,2011,14,82.0811538696289,***,2008,***,2008,***,2008,***,2008,7.140824820339731e-09,--,1.0,2011,-0.6931471824645996,2011,2.2411324977874756,2011,-4.2985358238220215,2011,1.2596100568771362,--,-0.06561674922704697,2011
661,Israel,376,ISR,2011,62,69.16134643554688,***,2011,***,2011,***,2011,***,2011,2.0,2011,1.0,2011,2.1330454349517822,2011,5.146956920623779,2011,1.9756221771240234,2011,1.5892351865768433,2011,0.6974558234214783,2011
662,Italy,380,ITA,2011,25,79.32733917236328,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.0,2011,-0.6931471824645996,2011,-0.023505179211497307,2011,-4.2985358238220215,2011,1.9021074771881104,2011,-0.09868279844522476,2011
663,Jamaica,388,JAM,2011,113,58.905494689941406,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.5,2011,-0.6931471824645996,2011,6.137707233428955,2011,-4.2985358238220215,2011,2.451004981994629,2011,3.7122504711151123,2011
664,Jordan,400,JOR,2011,41,73.4516830444336,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.5545177459716797,2011,5.897205352783203,2011,-4.2985358238220215,2011,2.916118860244751,--,0.7874897718429565,2011
665,Japan,392,JPN,2011,3,85.47703552246094,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.6931471824645996,2011,0.31988227367401123,2011,-4.2985358238220215,2011,1.2809338569641113,2011,-1.0617856979370117,2011
666,Kazakhstan,398,KAZ,2011,77,65.82063293457031,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,0.2197224646806717,2011,5.353733539581299,2011,-4.2985358238220215,2011,2.933856964111328,2011,2.2957310676574707,2011
667,Kenya,404,KEN,2011,131,54.70039749145508,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,2.755185842514038,2011,5.352474689483643,2011,3.1658284664154053,2011,2.8023695945739746,--,1.8463407754898071,2011
668,Kyrgyzstan,417,KGZ,2011,95,63.60140609741211,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.6931471824645996,2011,6.351561069488525,2011,-4.2985358238220215,2011,2.9177706241607666,2011,2.231053590774536,2011
669,Cambodia,116,KHM,2011,107,61.2442626953125,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.5545177459716797,2011,6.948831081390381,2011,0.02750139869749546,2011,2.5485639572143555,--,0.6081893444061279,2011
670,South Korea,410,KOR,2011,29,77.98239135742188,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.6931471824645996,2011,2.3346211910247803,2011,-4.2985358238220215,2011,2.3513753414154053,2011,-0.12947799265384674,2011
671,Kuwait,414,KWT,2011,30,77.41567993164062,***,2011,***,2011,***,--,***,2009,0.0,2011,2.0,2011,-0.6931471824645996,2011,5.845763206481934,2011,-4.2985358238220215,2011,2.5726122856140137,2011,0.6691129803657532,2011
672,Laos,418,LAO,2011,87,64.60375213623047,***,2011,***,2011,***,2011,***,2008,0.0,2011,2.0,2011,-0.6931471824645996,2011,7.147022724151611,2011,-4.2985358238220215,2011,2.3787338733673096,--,1.9788343906402588,2012
673,Lebanon,422,LBN,2011,67,67.96481323242188,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,2.434213399887085,2011,8.137653350830078,2011,-4.2985358238220215,2011,2.5934696197509766,--,1.2591280937194824,2011
674,Liberia,430,LBR,2011,136,53.27229309082031,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.0,2011,-0.05753641203045845,2011,9.703166007995605,2011,-4.2985358238220215,2011,2.8950724601745605,--,1.3981494903564453,2011
675,Libya,434,LBY,2011,132,54.655372619628906,***,2012,***,2012,***,--,***,--,1.146601676940918,--,5.0,2011,-0.6931471824645996,2011,6.546969890594482,2011,5.726528644561768,2011,3.8384647369384766,--,0.9260903596878052,2012
676,Sri Lanka,144,LKA,2011,123,56.78253173828125,***,2011,***,2011,***,2011,***,2011,0.0,2011,4.5,2011,3.4366185665130615,2011,8.78667163848877,2011,-4.2985358238220215,2011,2.5416018962860107,2006,1.2468382120132446,2011
677,Lesotho,426,LSO,2011,110,59.95781326293945,***,2011,***,2011,***,2011,***,2011,0.0561593696475029,--,2.0,2011,-0.6931471824645996,2011,1.688407301902771,2011,-4.2985358238220215,2011,2.7486698627471924,--,3.6383848190307617,2010
678,Lithuania,440,LTU,2011,60,69.36648559570312,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.5,2011,-0.6931471824645996,2011,5.161156177520752,2011,-4.2985358238220215,2011,2.3418056964874268,2011,1.9450337886810303,2011
679,Luxembourg,442,LUX,2011,9,83.54496002197266,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.0,2011,-0.6931471824645996,2011,1.427130937576294,2007,-4.2985358238220215,2011,2.116316318511963,--,-0.2392347753047943,2011
680,Latvia,428,LVA,2011,59,69.42957305908203,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.0,2011,-0.6931471824645996,2011,5.8412909507751465,2011,-4.2985358238220215,2011,2.1517622470855713,2011,1.2111339569091797,2011
681,Morocco,504,MAR,2011,52,71.36983489990234,***,2010,***,2010,***,2011,***,2011,0.0,2011,3.0,2011,0.5666426420211792,2011,4.263645172119141,2011,-4.2985358238220215,2011,2.434652805328369,--,0.3254643976688385,2011
682,Moldova,498,MDA,2011,82,65.01776123046875,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,-0.6931471824645996,2011,7.472817420959473,2011,-4.2985358238220215,2011,2.5176963806152344,2011,2.168837308883667,2011
683,Madagascar,450,MDG,2011,73,66.60768127441406,***,2011,***,2011,***,2011,***,2011,1.1651697158813477,--,3.0,2011,-0.41588830947875977,2011,2.5900888442993164,2011,-4.2985358238220215,2011,2.732539653778076,--,-0.4833531677722931,2010
684,Mexico,484,MEX,2011,138,52.672122955322266,***,2011,***,2011,***,2011,***,2011,4.0,2011,4.0,2011,1.114050269126892,2011,4.128386974334717,2011,-4.2985358238220215,2011,2.6741485595703125,2011,3.1284306049346924,2011
685,Macedonia,807,MKD,2011,43,72.73329162597656,***,2011,***,2011,***,2011,***,2009,0.0,2011,2.0,2011,-0.41588830947875977,2011,8.221335411071777,2011,-4.2985358238220215,2011,1.7917594909667969,2010,0.3504960536956787,2011
686,Mali,466,MLI,2011,81,65.12570190429688,***,2011,***,2011,***,2011,***,2011,0.0,2011,1.5,2011,2.402740240097046,2011,5.615431785583496,2011,-0.1848258227109909,2011,2.621157646179199,--,2.416508197784424,2012
687,Malta,470,MLT,2011,11,82.47706604003906,***,2011,***,2011,***,2011,***,2011,0.0010700584389269352,--,1.0,2011,-0.6931471824645996,2011,2.6681854724884033,2011,-4.2985358238220215,2011,0.8833920359611511,--,-0.3502150774002075,2011
688,Montenegro,499,MNE,2011,37,73.95881652832031,***,2011,***,2011,***,2011,***,2009,0.0,2011,1.5,2011,-0.6931471824645996,2011,8.693455696105957,2011,-4.2985358238220215,2011,2.3887627124786377,2009,1.2177389860153198,2011
689,Mongolia,496,MNG,2011,103,62.0526237487793,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,-0.6931471824645996,2011,6.578479290008545,2011,-4.2985358238220215,2011,2.484682559967041,--,2.2773756980895996,2011
690,Mozambique,508,MOZ,2011,93,63.743980407714844,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.19616584479808807,2011,1.823872685432434,2011,-4.2985358238220215,2011,3.0449841022491455,--,1.2949498891830444,2010
691,Mauritania,478,MRT,2011,121,57.54635238647461,***,2011,***,2011,***,2011,***,2011,0.0,2011,2.5,2011,0.49698132276535034,2011,9.291070938110352,2011,1.2611616849899292,2011,2.719576120376587,--,2.430340051651001,2012
692,Mauritius,480,MUS,2011,39,73.56237030029297,***,2011,***,2011,***,2011,***,2011,0.02126583643257618,--,2.0,2011,-0.6931471824645996,2011,3.5126047134399414,2011,-4.2985358238220215,2011,2.624668598175049,2011,1.0111801624298096,2011
693,Malawi,454,MWI,2011,98,62.929813385009766,***,2011,***,2011,***,2011,***,2011,0.0,2011,3.0,2011,-0.6931471824645996,2011,2.679619550704956,2011,-4.2985358238220215,2011,2.9753096103668213,--,0.8108566999435425,2011
