,country,isonum,isocode,year,rank_soci,soci,strange,strange_year,polic,polic_year,respect,respect_year,friends,friends_year,voice,voice_year,vtf,vtf_year,finhelp,finhelp_year,volunt,volunt_year,help,help_year,donate,donate_year
598,Albania,8,ALB,2011,124,41.96506881713867,***,2011,***,2011,***,2011,***,2012,***,2012,48.23149871826172,2011,***,2012,***,2011,***,2011,***,2011
599,United Arab Emirates,784,ARE,2011,45,52.909095764160156,***,2011,***,--,***,2011,***,2011,***,2010,0.0,2011,***,2012,***,2011,***,2011,***,2011
600,Argentina,32,ARG,2011,73,49.38413619995117,***,2011,***,2011,***,2011,***,2011,***,2010,71.45099639892578,2011,***,2012,***,2011,***,2011,***,2011
601,Armenia,51,ARM,2011,144,39.18147659301758,***,2011,***,2011,***,2011,***,2011,***,2010,44.99250030517578,2011,***,2011,***,2011,***,2011,***,2011
602,Australia,36,AUS,2011,1,68.82818603515625,***,2011,***,2011,***,2011,***,2011,***,2010,93.22000122070312,2011,***,2012,***,2011,***,2011,***,2011
603,Austria,40,AUT,2011,9,63.94590759277344,***,2011,***,2011,***,2011,***,2011,***,2010,78.80999755859375,2011,***,2012,***,2011,***,2011,***,2011
604,Azerbaijan,31,AZE,2011,133,40.61199951171875,***,2011,***,2011,***,2011,***,2011,***,2010,7.464000225067139,2011,***,2012,***,2011,***,2011,***,2011
605,Burundi,108,BDI,2011,146,38.152000427246094,***,2011,***,2011,***,2011,***,2011,***,2008,53.34400177001953,2011,***,2014,***,2011,***,2011,***,2011
606,Belgium,56,BEL,2011,23,57.46809768676758,***,2011,***,2011,***,2011,***,2011,***,2010,80.2979965209961,2011,***,2012,***,2011,***,2011,***,2011
607,Benin,204,BEN,2011,147,36.22211456298828,***,2011,***,2011,***,2011,***,2011,***,2008,49.88650131225586,2011,***,2012,***,2011,***,2011,***,2011
608,Burkina Faso,854,BFA,2011,121,42.373409271240234,***,2011,***,2011,***,2011,***,2011,***,2010,28.21500015258789,2011,***,2012,***,2011,***,2011,***,2011
609,Bangladesh,50,BGD,2011,97,45.45204544067383,***,2011,***,2011,***,2011,***,2011,***,2010,63.94499969482422,2011,***,2011,***,2011,***,2011,***,2011
610,Bulgaria,100,BGR,2011,111,43.52763748168945,***,2011,***,2011,***,2011,***,2011,***,2010,57.60799789428711,2011,***,2012,***,2011,***,2011,***,2011
611,Bahrain,48,BHR,2011,78,49.0772705078125,***,2011,***,--,***,2011,***,2011,***,2010,6.700000286102295,2011,***,2012,***,2011,***,2011,***,2011
612,Belarus,112,BLR,2011,108,43.705047607421875,***,2011,***,2011,***,2011,***,2011,***,2010,11.51099967956543,2011,***,2011,***,2011,***,2011,***,2011
613,Belize,84,BLZ,2011,69,49.93008804321289,***,2007,***,2007,***,2007,***,2014,***,2007,69.46199798583984,2011,***,2014,***,2007,***,2007,***,2007
614,Bolivia,68,BOL,2011,77,49.10761642456055,***,2011,***,2011,***,2011,***,2011,***,2010,80.36750793457031,2011,***,2012,***,2011,***,2011,***,2011
615,Brazil,76,BRA,2011,50,52.62236785888672,***,2011,***,2011,***,2011,***,2011,***,2010,73.6919937133789,2011,***,2012,***,2011,***,2011,***,2011
616,Botswana,72,BWA,2011,59,50.91086196899414,***,2011,***,2011,***,2011,***,2011,***,2010,69.03899383544922,2011,***,2012,***,2011,***,2011,***,2011
617,Central African Republic,140,CAF,2011,134,40.569183349609375,***,2011,***,2011,***,2011,***,2011,***,2010,27.52199935913086,2011,***,--,***,2011,***,2011,***,2011
618,Canada,124,CAN,2011,4,65.95954895019531,***,2011,***,2011,***,2011,***,2011,***,2010,61.11000061035156,2011,***,2012,***,2011,***,2011,***,2011
619,Switzerland,756,CHE,2011,13,61.322731018066406,***,2009,***,2009,***,2009,***,2012,***,2012,49.099998474121094,2011,***,2012,***,2009,***,2009,***,2009
620,Chile,152,CHL,2011,39,53.98500061035156,***,2011,***,2011,***,2011,***,2011,***,2010,87.66999816894531,2011,***,2011,***,2011,***,2011,***,2011
621,China,156,CHN,2011,132,40.63636779785156,***,2011,***,--,***,2011,***,2011,***,2010,0.0,2011,***,2011,***,2011,***,2011,***,2011
622,Ivory Coast,384,CIV,2011,131,40.663272857666016,***,2009,***,2009,***,2009,***,2013,***,2013,25.59200096130371,2011,***,2013,***,2009,***,2009,***,2009
623,Cameroon,120,CMR,2011,84,47.98196029663086,***,2011,***,2011,***,2011,***,2011,***,2010,18.60300064086914,2011,***,2012,***,2011,***,2011,***,2011
624,Democratic Republic of Congo,180,COD,2011,139,40.19488525390625,***,2011,***,2011,***,2011,***,2011,***,2012,44.287498474121094,2011,***,2012,***,2011,***,2011,***,2011
625,Congo,178,COG,2011,123,42.31818389892578,***,2011,***,2011,***,2011,***,2011,***,2008,0.0,2011,***,2012,***,2011,***,2011,***,2011
626,Colombia,170,COL,2011,36,54.59943389892578,***,2011,***,2011,***,2011,***,2011,***,2010,37.1875,2011,***,2011,***,2011,***,2011,***,2011
627,Comoros,174,COM,2011,102,45.13636779785156,***,2011,***,2011,***,2011,***,2011,***,2010,0.0,2011,***,2012,***,2011,***,2011,***,2011
628,Costa Rica,188,CRI,2011,46,52.777732849121094,***,2011,***,2011,***,2011,***,2011,***,2010,69.11000061035156,2011,***,2011,***,2011,***,2011,***,2011
629,Cyprus,196,CYP,2011,22,58.077274322509766,***,2011,***,2011,***,2011,***,2011,***,2010,78.69999694824219,2011,***,2012,***,2011,***,2011,***,2011
630,Czech Republic,203,CZE,2011,79,49.06682205200195,***,2011,***,2011,***,2011,***,2011,***,2010,59.46999740600586,2011,***,2012,***,2011,***,2011,***,2011
631,Germany,276,DEU,2011,16,60.58091354370117,***,2011,***,2011,***,2011,***,2011,***,2010,70.77999877929688,2011,***,2012,***,2011,***,2011,***,2011
632,Djibouti,262,DJI,2011,107,43.889366149902344,***,2011,***,2011,***,2011,***,2011,***,2008,43.566001892089844,2011,***,--,***,2011,***,2011,***,2011
633,Denmark,208,DNK,2011,5,65.39727783203125,***,2011,***,2011,***,2011,***,2011,***,2010,87.73999786376953,2011,***,2012,***,2011,***,2011,***,2011
634,Dominican Republic,214,DOM,2011,35,54.67213821411133,***,2011,***,2011,***,2011,***,2011,***,2010,50.7869987487793,2011,***,2011,***,2011,***,2011,***,2011
635,Algeria,12,DZA,2011,109,43.559364318847656,***,2011,***,2012,***,2011,***,2011,***,2012,21.305999755859375,2011,***,2012,***,2011,***,2011,***,2011
636,Ecuador,218,ECU,2011,103,45.08136749267578,***,2011,***,2011,***,2011,***,2011,***,2010,56.790000915527344,2011,***,2013,***,2011,***,2011,***,2011
637,Egypt,818,EGY,2011,135,40.49945068359375,***,2011,***,2011,***,2011,***,2011,***,2011,10.98799991607666,2011,***,2013,***,2011,***,2011,***,2011
638,Spain,724,ESP,2011,30,55.997276306152344,***,2011,***,2011,***,2011,***,2011,***,2010,68.94000244140625,2011,***,2012,***,2011,***,2011,***,2011
639,Estonia,233,EST,2011,55,51.4251594543457,***,2011,***,2011,***,2011,***,2011,***,2008,60.35349655151367,2011,***,2012,***,2011,***,2011,***,2011
640,Ethiopia,231,ETH,2011,122,42.350181579589844,***,2012,***,2013,***,2012,***,2013,***,2013,32.70399856567383,2011,***,2012,***,2012,***,2012,***,2012
641,Finland,246,FIN,2011,10,63.198631286621094,***,2011,***,2011,***,2011,***,2011,***,2010,67.37000274658203,2011,***,2012,***,2011,***,2011,***,2011
642,France,250,FRA,2011,26,56.90823745727539,***,2011,***,2011,***,2011,***,2011,***,2010,56.98099899291992,2011,***,2012,***,2011,***,2011,***,2011
643,Gabon,266,GAB,2011,112,43.5128173828125,***,2011,***,2011,***,2011,***,2011,***,2012,22.281997680664062,2011,***,2012,***,2011,***,2011,***,2011
644,United Kingdom,826,GBR,2011,11,62.716819763183594,***,2011,***,2011,***,2011,***,2011,***,2010,65.7699966430664,2011,***,2012,***,2011,***,2011,***,2011
645,Georgia,268,GEO,2011,120,42.39600372314453,***,2011,***,2011,***,2011,***,2011,***,2010,42.71200180053711,2011,***,2012,***,2011,***,2011,***,2011
646,Ghana,288,GHA,2011,57,51.207637786865234,***,2011,***,2011,***,2011,***,2011,***,2010,62.567996978759766,2011,***,2012,***,2011,***,2011,***,2011
647,Guinea,324,GIN,2011,100,45.31818389892578,***,2011,***,2011,***,2011,***,2011,***,2012,0.0,2011,***,2012,***,2011,***,2011,***,2011
648,Greece,300,GRC,2011,106,43.90545654296875,***,2011,***,2011,***,2011,***,2011,***,2010,70.91999816894531,2011,***,2012,***,2011,***,2011,***,2011
649,Guatemala,320,GTM,2011,66,50.247371673583984,***,2011,***,2011,***,2011,***,2011,***,2010,62.44199752807617,2011,***,2011,***,2011,***,2011,***,2011
650,Guyana,328,GUY,2011,34,54.696006774902344,***,2007,***,2007,***,2007,***,--,***,2007,58.3120002746582,2011,***,--,***,2007,***,2007,***,2007
651,Hong Kong,344,HKG,2011,37,54.31817626953125,***,2011,***,2011,***,2011,***,2011,***,2010,0.0,2011,***,2012,***,2011,***,2011,***,2011
652,Honduras,340,HND,2011,82,48.25193405151367,***,2011,***,2011,***,2011,***,2011,***,2010,42.54249954223633,2011,***,2011,***,2011,***,2011,***,2011
653,Croatia,191,HRV,2011,128,41.43007278442383,***,2011,***,2011,***,2011,***,2012,***,2012,51.46149826049805,2011,***,2012,***,2011,***,2011,***,2011
654,Hungary,348,HUN,2011,74,49.28999710083008,***,2011,***,2011,***,2011,***,2011,***,2010,64.37999725341797,2011,***,2012,***,2011,***,2011,***,2011
655,Indonesia,360,IDN,2011,17,60.313232421875,***,2011,***,2011,***,2011,***,2011,***,2010,63.890995025634766,2011,***,2012,***,2011,***,2011,***,2011
656,India,356,IND,2011,141,40.05733871459961,***,2011,***,2011,***,2011,***,2011,***,2010,55.261497497558594,2011,***,2012,***,2011,***,2011,***,2011
657,Ireland,372,IRL,2011,2,67.09318542480469,***,2011,***,2011,***,2011,***,2011,***,2010,70.05000305175781,2011,***,2012,***,2011,***,2011,***,2011
658,Iran,364,IRN,2011,60,50.88275146484375,***,2011,***,2008,***,2011,***,2011,***,2008,7.4205002784729,2011,***,2014,***,2011,***,2011,***,2011
659,Iraq,368,IRQ,2011,138,40.29818344116211,***,2011,***,2011,***,2011,***,2011,***,2010,40.560001373291016,2011,***,2012,***,2011,***,2011,***,2011
660,Iceland,352,ISL,2011,8,63.96000289916992,***,2008,***,2008,***,2008,***,2012,***,2008,85.12000274658203,2011,***,2012,***,2008,***,2008,***,2008
661,Israel,376,ISR,2011,61,50.808006286621094,***,2011,***,2011,***,2011,***,2011,***,2010,51.7760009765625,2011,***,2012,***,2011,***,2011,***,2011
662,Italy,380,ITA,2011,41,53.7518196105957,***,2011,***,2011,***,2011,***,2011,***,2010,80.54000091552734,2011,***,2012,***,2011,***,2011,***,2011
663,Jamaica,388,JAM,2011,52,52.38689041137695,***,2011,***,2011,***,2011,***,2011,***,2013,50.511497497558594,2011,***,2011,***,2011,***,2011,***,2011
664,Jordan,400,JOR,2011,91,46.525001525878906,***,2011,***,2007,***,2011,***,2011,***,2010,18.549999237060547,2011,***,2012,***,2011,***,2011,***,2011
665,Japan,392,JPN,2011,54,51.55772399902344,***,2011,***,2011,***,2011,***,2011,***,2010,69.2699966430664,2011,***,2012,***,2011,***,2011,***,2011
666,Kazakhstan,398,KAZ,2011,117,42.62191390991211,***,2011,***,2011,***,2011,***,2011,***,2010,13.682001113891602,2011,***,2011,***,2011,***,2011,***,2011
667,Kenya,404,KEN,2011,38,54.28095626831055,***,2011,***,2011,***,2011,***,2011,***,2010,62.18099594116211,2011,***,2012,***,2011,***,2011,***,2011
668,Kyrgyzstan,417,KGZ,2011,99,45.36825180053711,***,2011,***,2011,***,2011,***,2011,***,2010,48.10150146484375,2011,***,2011,***,2011,***,2011,***,2011
669,Cambodia,116,KHM,2011,68,50.14209747314453,***,2011,***,2011,***,2011,***,2011,***,2010,45.125999450683594,2011,***,2011,***,2011,***,2011,***,2011
670,South Korea,410,KOR,2011,81,48.65495681762695,***,2011,***,2011,***,2011,***,2011,***,2010,41.40899658203125,2011,***,2012,***,2011,***,2011,***,2011
671,Kuwait,414,KWT,2011,31,55.947731018066406,***,2010,***,--,***,2011,***,2011,***,2010,8.850000381469727,2011,***,2014,***,2010,***,2011,***,2010
672,Laos,418,LAO,2011,25,56.952430725097656,***,2011,***,2011,***,2011,***,2011,***,2008,14.953500747680664,2011,***,2011,***,2008,***,2011,***,2011
673,Lebanon,422,LBN,2011,104,45.0538215637207,***,2011,***,2011,***,2011,***,2011,***,2010,43.18400192260742,2011,***,2012,***,2011,***,2011,***,2011
674,Liberia,430,LBR,2011,32,55.19599914550781,***,2011,***,2011,***,2011,***,2011,***,2010,57.3120002746582,2011,***,2013,***,2011,***,2011,***,2011
675,Libya,434,LBY,2011,43,53.590911865234375,***,2012,***,--,***,2012,***,2015,***,2012,0.0,2011,***,2012,***,2012,***,2012,***,2012
676,Sri Lanka,144,LKA,2011,29,56.49177551269531,***,2011,***,2011,***,2011,***,2011,***,2010,39.81899642944336,2011,***,2011,***,2011,***,2011,***,2011
677,Lesotho,426,LSO,2011,83,48.18636703491211,***,2011,***,2011,***,2011,***,2011,***,--,44.099998474121094,2011,***,--,***,2011,***,2011,***,2011
678,Lithuania,440,LTU,2011,137,40.345001220703125,***,2011,***,2011,***,2011,***,2011,***,2010,48.59000015258789,2011,***,2012,***,2011,***,2011,***,2011
679,Luxembourg,442,LUX,2011,14,61.08772659301758,***,2011,***,2011,***,2011,***,2011,***,2010,90.93000030517578,2011,***,2012,***,2011,***,2011,***,2011
680,Latvia,428,LVA,2011,80,48.70640563964844,***,2011,***,2011,***,2011,***,2011,***,2008,53.54100036621094,2011,***,2012,***,2011,***,2011,***,2011
681,Morocco,504,MAR,2011,140,40.164546966552734,***,2011,***,2012,***,2011,***,2011,***,2012,13.620000839233398,2011,***,2012,***,2011,***,2011,***,2011
682,Moldova,498,MDA,2011,101,45.23643112182617,***,2011,***,2011,***,2011,***,2011,***,2010,60.201499938964844,2011,***,2011,***,2011,***,2011,***,2011
683,Madagascar,450,MDG,2011,142,39.727272033691406,***,2011,***,2011,***,2011,***,2011,***,2008,0.0,2011,***,2012,***,2011,***,2011,***,2011
684,Mexico,484,MEX,2011,98,45.415863037109375,***,2011,***,2011,***,2011,***,2011,***,2010,40.14899826049805,2011,***,2011,***,2011,***,2011,***,2011
685,Macedonia,807,MKD,2011,115,42.78663635253906,***,2011,***,2011,***,2011,***,2012,***,2012,60.305999755859375,2011,***,2012,***,2011,***,2011,***,2011
686,Mali,466,MLI,2011,88,47.10734558105469,***,2011,***,2011,***,2011,***,2011,***,2010,27.361499786376953,2011,***,2012,***,2011,***,2011,***,2011
687,Malta,470,MLT,2011,20,59.513641357421875,***,2011,***,2011,***,2011,***,2011,***,2010,93.30000305175781,2011,***,2012,***,2011,***,2011,***,2011
688,Montenegro,499,MNE,2011,119,42.44911193847656,***,2011,***,2011,***,2011,***,2012,***,2012,62.88050079345703,2011,***,2012,***,2011,***,2011,***,2011
689,Mongolia,496,MNG,2011,42,53.65045166015625,***,2011,***,2011,***,2011,***,2011,***,2010,74.30999755859375,2011,***,2011,***,2011,***,2011,***,2011
690,Mozambique,508,MOZ,2011,96,45.56045913696289,***,2011,***,2011,***,2011,***,2011,***,2008,33.32999801635742,2011,***,2015,***,2011,***,2011,***,2011
691,Mauritania,478,MRT,2011,76,49.21800231933594,***,2011,***,2011,***,2011,***,2011,***,2010,27.79599952697754,2011,***,2012,***,2011,***,2011,***,2011
692,Mauritius,480,MUS,2011,28,56.764556884765625,***,2011,***,2011,***,2011,***,2011,***,--,77.81999969482422,2011,***,2014,***,2011,***,2011,***,2011
693,Malawi,454,MWI,2011,71,49.5509147644043,***,2011,***,2011,***,2011,***,2011,***,2007,43.12000274658203,2011,***,2012,***,2011,***,2011,***,2011
694,Malaysia,458,MYS,2011,62,50.67236328125,***,2011,***,2011,***,2011,***,2011,***,2010,60.79199981689453,2011,***,2012,***,2011,***,2011,***,2011
695,Namibia,516,NAM,2011,51,52.40217971801758,***,2007,***,2007,***,2007,***,2014,***,2007,67.8479995727539,2011,***,2014,***,2007,***,2007,***,2007
696,Niger,562,NER,2011,86,47.42618179321289,***,2011,***,2011,***,2011,***,2011,***,2010,39.37600326538086,2011,***,2012,***,2011,***,2011,***,2011
697,Nigeria,566,NGA,2011,67,50.18464279174805,***,2011,***,2011,***,2011,***,2011,***,2010,20.062000274658203,2011,***,2012,***,2011,***,2011,***,2011
698,Nicaragua,558,NIC,2011,95,45.86979675292969,***,2011,***,2011,***,2011,***,2011,***,2010,75.135498046875,2011,***,2011,***,2011,***,2011,***,2011
699,Netherlands,528,NLD,2011,7,64.15454864501953,***,2011,***,2011,***,2011,***,2011,***,2010,75.4000015258789,2011,***,2012,***,2011,***,2011,***,2011
700,Norway,578,NOR,2011,12,62.65318298339844,***,2008,***,2008,***,2008,***,2012,***,2008,76.37000274658203,2011,***,2012,***,2008,***,2008,***,2008
701,Nepal,524,NPL,2011,143,39.57418441772461,***,2011,***,2011,***,2011,***,2011,***,2010,50.63199996948242,2011,***,2011,***,2011,***,2011,***,2011
702,New Zealand,554,NZL,2011,3,66.64590454101562,***,2011,***,2011,***,2011,***,2011,***,2010,74.20999908447266,2011,***,2012,***,2011,***,2011,***,2011
703,Oman,512,OMN,2011,58,51.194095611572266,***,2011,***,--,***,2011,***,2011,***,--,6.269999980926514,2011,***,--,***,2011,***,--,***,2011
704,Pakistan,586,PAK,2011,136,40.43818283081055,***,2011,***,2011,***,2011,***,2011,***,2010,35.63999938964844,2011,***,2012,***,2011,***,2011,***,2011
705,Panama,591,PAN,2011,53,51.979434967041016,***,2011,***,2011,***,2011,***,2011,***,2010,66.54750061035156,2011,***,2011,***,2011,***,2011,***,2011
706,Peru,604,PER,2011,105,44.93336486816406,***,2011,***,2011,***,2011,***,2011,***,2010,79.53399658203125,2011,***,2011,***,2011,***,2011,***,2011
707,Philippines,608,PHL,2011,18,60.249183654785156,***,2011,***,2011,***,2011,***,2011,***,2010,67.48200225830078,2011,***,2011,***,2011,***,2011,***,2011
708,Poland,616,POL,2011,85,47.678184509277344,***,2011,***,2011,***,2011,***,2011,***,2010,48.91999816894531,2011,***,2012,***,2011,***,2011,***,2011
709,Portugal,620,PRT,2011,65,50.27409362792969,***,2011,***,2011,***,2011,***,2011,***,2010,58.029998779296875,2011,***,2012,***,2011,***,2011,***,2011
710,Paraguay,600,PRY,2011,24,57.406002044677734,***,2011,***,2011,***,2011,***,2011,***,2010,58.932003021240234,2011,***,2011,***,2011,***,2011,***,2011
711,Qatar,634,QAT,2011,27,56.772727966308594,***,2011,***,2009,***,2011,***,2011,***,2008,0.0,2011,***,2012,***,2011,***,2011,***,2011
712,Romania,642,ROU,2011,127,41.60182189941406,***,2011,***,2011,***,2011,***,2011,***,2010,37.2400016784668,2011,***,2012,***,2011,***,2011,***,2011
713,Russia,643,RUS,2011,129,41.23045349121094,***,2011,***,2011,***,2011,***,2011,***,2010,42.06999969482422,2011,***,2011,***,2011,***,2011,***,2011
714,Rwanda,646,RWA,2011,125,41.93408966064453,***,2011,***,2011,***,2011,***,2011,***,2008,29.55000114440918,2011,***,2012,***,2011,***,2011,***,2011
715,Saudi Arabia,682,SAU,2011,89,46.95454788208008,***,2011,***,2009,***,2011,***,2011,***,2008,0.0,2011,***,2012,***,2011,***,2011,***,2011
716,Serbia,688,SCG,2011,126,41.73704528808594,***,2011,***,2011,***,2011,***,2012,***,2012,55.214996337890625,2011,***,2012,***,2011,***,2011,***,2011
717,Sudan,729,SDN,2011,49,52.62726974487305,***,2011,***,2010,***,2011,***,2011,***,2010,28.80000114440918,2011,***,2012,***,2011,***,2011,***,2011
718,Senegal,686,SEN,2011,114,42.88806915283203,***,2011,***,2011,***,2011,***,2011,***,2010,29.537500381469727,2011,***,2012,***,2011,***,2011,***,2011
719,Singapore,702,SGP,2011,92,46.512367248535156,***,2011,***,2011,***,2011,***,2011,***,2010,37.27199935913086,2011,***,2011,***,2011,***,2011,***,2011
720,Sierra Leone,694,SLE,2011,47,52.74681854248047,***,2011,***,2011,***,2011,***,2011,***,2010,64.43000793457031,2011,***,2013,***,2011,***,2011,***,2011
721,El Salvador,222,SLV,2011,110,43.555545806884766,***,2011,***,2011,***,2011,***,2011,***,2010,48.22200012207031,2011,***,2012,***,2011,***,2011,***,2011
722,Suriname,740,SUR,2011,56,51.31398010253906,***,2012,***,2012,***,2012,***,2012,***,2012,54.907501220703125,2011,***,2012,***,2012,***,2012,***,2012
723,Slovakia,703,SVK,2011,72,49.53818130493164,***,2011,***,2011,***,2011,***,2011,***,2010,58.84000015258789,2011,***,2012,***,2011,***,2011,***,2011
724,Slovenia,705,SVN,2011,15,60.70908737182617,***,2011,***,2011,***,2011,***,2011,***,2010,65.5999984741211,2011,***,2012,***,2011,***,2011,***,2011
725,Sweden,752,SWE,2011,19,59.98318862915039,***,2011,***,2011,***,2011,***,2011,***,2010,84.62999725341797,2011,***,2012,***,2011,***,2011,***,2011
726,Swaziland,748,SWZ,2011,70,49.68182373046875,***,2011,***,2011,***,2011,***,2011,***,--,0.0,2011,***,--,***,2011,***,2011,***,2011
727,Chad,148,TCD,2011,113,43.25636291503906,***,2011,***,2011,***,2011,***,2011,***,2010,22.639999389648438,2011,***,2012,***,2011,***,2011,***,2011
728,Togo,768,TGO,2011,149,30.27127456665039,***,2011,***,2011,***,2011,***,2011,***,2008,33.96799850463867,2011,***,2014,***,2011,***,2011,***,2011
729,Thailand,764,THA,2011,21,59.126163482666016,***,2011,***,2011,***,2011,***,2011,***,2010,63.7755012512207,2011,***,2012,***,2011,***,2011,***,2011
730,Tajikistan,762,TJK,2011,94,45.94517517089844,***,2011,***,2011,***,2011,***,2011,***,2010,31.79399871826172,2011,***,2011,***,2011,***,2011,***,2011
731,Trinidad and Tobago,780,TTO,2011,33,54.702274322509766,***,2011,***,2011,***,2011,***,2011,***,2008,69.44999694824219,2011,***,2011,***,2011,***,2011,***,2011
732,Tunisia,788,TUN,2011,116,42.703636169433594,***,2011,***,2011,***,2011,***,2011,***,2010,60.47999954223633,2011,***,2012,***,2011,***,2011,***,2011
733,Turkey,792,TUR,2011,130,41.055023193359375,***,2011,***,2011,***,2011,***,2011,***,2010,83.21049499511719,2011,***,2012,***,2011,***,2011,***,2011
734,Tanzania,834,TZA,2011,75,49.26230239868164,***,2011,***,2011,***,2011,***,2011,***,2010,17.77050018310547,2011,***,2012,***,2011,***,2011,***,2011
735,Uganda,800,UGA,2011,44,53.576385498046875,***,2011,***,2011,***,2011,***,2011,***,2010,26.680500030517578,2011,***,2012,***,2011,***,2011,***,2011
736,Ukraine,804,UKR,2011,118,42.52836608886719,***,2011,***,2011,***,2011,***,2011,***,2010,49.624000549316406,2011,***,2011,***,2011,***,2011,***,2011
737,Uruguay,858,URY,2011,48,52.677734375,***,2011,***,2011,***,2011,***,2011,***,2010,89.91000366210938,2011,***,2012,***,2011,***,2011,***,2011
738,United States,840,USA,2011,6,65.072265625,***,2011,***,2011,***,2011,***,2011,***,2010,41.59000015258789,2011,***,2012,***,2011,***,2011,***,2011
739,Venezuela,862,VEN,2011,93,45.96577453613281,***,2011,***,2011,***,2011,***,2011,***,2010,23.246999740600586,2011,***,2011,***,2011,***,2011,***,2011
740,Vietnam,704,VNM,2011,87,47.314842224121094,***,2011,***,2011,***,2011,***,2011,***,2010,14.926501274108887,2011,***,2012,***,2011,***,2011,***,2011
741,Yemen,887,YEM,2011,148,35.90909194946289,***,2011,***,2011,***,2011,***,2011,***,2010,0.0,2011,***,2012,***,2011,***,2011,***,2011
742,South Africa,710,ZAF,2011,63,50.6561393737793,***,2011,***,2011,***,2011,***,2011,***,2010,73.43500518798828,2011,***,2012,***,2011,***,2011,***,2011
743,Zambia,894,ZMB,2011,40,53.981929779052734,***,2011,***,2011,***,2011,***,2011,***,2008,45.602500915527344,2011,***,2012,***,2011,***,2011,***,2011
744,Zimbabwe,716,ZWE,2011,64,50.56570816040039,***,2011,***,2011,***,2011,***,2011,***,2010,22.44550132751465,2011,***,2012,***,2011,***,2011,***,2011
745,Afghanistan,4,AFG,2012,126,41.8919792175293,***,2012,***,2012,***,2012,***,2012,***,2012,20.62350082397461,2012,***,2012,***,2012,***,2012,***,2012
746,Angola,24,AGO,2012,144,39.186363220214844,***,2012,***,2012,***,2012,***,2012,***,2012,25.100000381469727,2012,***,2012,***,2012,***,2012,***,2012
747,Albania,8,ALB,2012,122,42.646888732910156,***,2012,***,2012,***,2012,***,2012,***,2012,48.23149871826172,2012,***,2012,***,2012,***,2012,***,2012
748,United Arab Emirates,784,ARE,2012,51,52.27273178100586,***,2011,***,--,***,2012,***,2012,***,2010,0.0,2012,***,2012,***,2011,***,2012,***,2011
749,Argentina,32,ARG,2012,72,49.747772216796875,***,2012,***,2012,***,2012,***,2012,***,2012,71.45099639892578,2012,***,2012,***,2012,***,2012,***,2012
750,Armenia,51,ARM,2012,136,40.96147537231445,***,2012,***,2012,***,2012,***,2012,***,2012,47.15250015258789,2012,***,2012,***,2012,***,2012,***,2012
751,Australia,36,AUS,2012,4,65.69181823730469,***,2012,***,2012,***,2012,***,2012,***,2012,93.22000122070312,2012,***,2012,***,2012,***,2012,***,2012
752,Austria,40,AUT,2012,5,65.49136352539062,***,2012,***,2012,***,2012,***,2012,***,2012,78.80999755859375,2012,***,2012,***,2012,***,2012,***,2012
753,Azerbaijan,31,AZE,2012,123,42.61199951171875,***,2012,***,2012,***,2012,***,2012,***,2012,7.464000225067139,2012,***,2012,***,2012,***,2012,***,2012
754,Burundi,108,BDI,2012,146,38.152000427246094,***,2011,***,2011,***,2011,***,2011,***,2008,53.34400177001953,2012,***,2014,***,2011,***,2011,***,2011
755,Belgium,56,BEL,2012,32,55.8771858215332,***,2012,***,2012,***,2012,***,2012,***,2012,80.2979965209961,2012,***,2012,***,2012,***,2012,***,2012
756,Benin,204,BEN,2012,143,39.81302261352539,***,2012,***,2012,***,2012,***,2012,***,2012,49.88650131225586,2012,***,2012,***,2012,***,2012,***,2012
757,Burkina Faso,854,BFA,2012,113,43.72636413574219,***,2012,***,2012,***,2012,***,2012,***,2012,37.97999954223633,2012,***,2012,***,2012,***,2012,***,2012
758,Bangladesh,50,BGD,2012,102,44.77022933959961,***,2012,***,2012,***,2012,***,2012,***,2012,63.94499969482422,2012,***,2012,***,2012,***,2012,***,2012
759,Bulgaria,100,BGR,2012,103,44.573097229003906,***,2012,***,2012,***,2012,***,2012,***,2012,57.60799789428711,2012,***,2012,***,2012,***,2012,***,2012
760,Bahrain,48,BHR,2012,77,49.409088134765625,***,2011,***,--,***,2012,***,2011,***,2010,0.0,2012,***,2012,***,2011,***,2012,***,2011
761,Belarus,112,BLR,2012,117,43.233184814453125,***,2012,***,2012,***,2012,***,2012,***,2012,11.130000114440918,2012,***,2012,***,2012,***,2012,***,2012
762,Belize,84,BLZ,2012,71,49.766456604003906,***,2007,***,2007,***,2007,***,2014,***,2007,65.86199951171875,2012,***,2014,***,2007,***,2007,***,2007
763,Bolivia,68,BOL,2012,57,51.198524475097656,***,2012,***,2012,***,2012,***,2012,***,2012,80.36750793457031,2012,***,2012,***,2012,***,2012,***,2012
764,Brazil,76,BRA,2012,67,50.39509582519531,***,2012,***,2012,***,2012,***,2012,***,2012,73.6919937133789,2012,***,2012,***,2012,***,2012,***,2012
765,Botswana,72,BWA,2012,65,50.456321716308594,***,2012,***,2012,***,2012,***,2012,***,2012,69.03899383544922,2012,***,2012,***,2012,***,2012,***,2012
766,Central African Republic,140,CAF,2012,140,40.569183349609375,***,2011,***,2011,***,2011,***,2011,***,2010,27.52199935913086,2012,***,--,***,2011,***,2011,***,2011
