,country,isonum,isocode,year,rank_pers,pers,racial,racial_year,immig,immig_year,freedom,freedom_year,lgbx,lgbx_year,propright,propright_year,rrgov,rrgov_year,rrsoc,rrsoc_year,lgbt_rights,lgbt_rights_year,deathpen,deathpen_year,civlib,civlib_year,conscription,conscription_year,pf,pf_year
291,United States,840,USA,2008,25,75.35745239257812,***,2008,***,2008,***,2008,***,2008,1,2009,1.6,2008,1.8,2008,1,2008,1,2008,7,2008,10.0,2008,18.0,2008
292,Venezuela,862,VEN,2008,75,57.150447845458984,***,2008,***,2008,***,2008,***,2008,1,2009,2.8,2008,2.1,2008,1,2008,0,2008,4,2008,0.0,2008,73.0,2008
293,Vietnam,704,VNM,2008,122,42.74849319458008,***,2008,***,2008,***,2008,***,2008,1,2009,6.0,2008,2.6,2008,1,2008,1,2008,3,2008,0.0,2008,83.0,2008
294,Yemen,887,YEM,2008,144,31.25093650817871,***,2010,***,2009,***,2009,***,--,1,2009,5.4,2008,6.1,2008,0,2016,1,2008,3,2008,0.0,2010,79.0,2008
295,South Africa,710,ZAF,2008,18,79.10997009277344,***,2008,***,2008,***,2008,***,2008,1,2009,0.9,2008,2.8,2008,3,2008,0,2008,6,2008,10.0,2008,30.0,2008
296,Zambia,894,ZMB,2008,83,53.91989517211914,***,2008,***,2008,***,2008,***,2008,1,2009,1.3,2008,0.0,2008,0,2016,1,2008,5,2008,10.0,2008,65.0,2008
297,Zimbabwe,716,ZWE,2008,136,36.50990676879883,***,2008,***,2008,***,2008,***,2008,1,2009,3.2,2008,2.9,2008,0,2016,1,2008,2,2008,10.0,2008,88.0,2008
298,Afghanistan,4,AFG,2009,146,27.24990463256836,***,2009,***,2009,***,2009,***,2009,0,2015,6.5,2009,8.6,2009,0,2016,1,2009,2,2009,7.698071002960205,--,76.0,2009
299,Angola,24,AGO,2009,106,47.753082275390625,***,2011,***,2011,***,2011,***,2011,1,2009,2.4,2009,1.2,2009,0,2016,0,2009,3,2009,0.0,2009,62.0,2009
300,Albania,8,ALB,2009,72,59.23887634277344,***,2009,***,2009,***,2009,***,2009,1,2009,0.7,2009,0.0,2009,1,2009,0,2009,5,2009,3.0,2009,50.0,2009
301,United Arab Emirates,784,ARE,2009,101,48.01349639892578,***,2009,***,2009,***,2009,***,--,1,2009,4.2,2009,0.8,2009,0,2016,1,2009,3,2009,10.0,2009,71.0,2009
302,Argentina,32,ARG,2009,34,70.95463562011719,***,2009,***,2009,***,2009,***,2009,1,2009,2.5,2009,1.0,2009,1,2009,0,2009,6,2009,10.0,2009,49.0,2009
303,Armenia,51,ARM,2009,96,49.77318572998047,***,2009,***,2009,***,2009,***,2009,1,2009,4.2,2009,3.2,2009,1,2009,0,2009,4,2009,0.0,2009,66.0,2009
304,Australia,36,AUS,2009,10,84.24462127685547,***,2008,***,2008,***,2008,***,2008,1,2009,0.7,2009,1.8,2009,1,2009,0,2009,7,2009,10.0,2009,22.0,2009
305,Austria,40,AUT,2009,30,72.21591186523438,***,2009,***,2009,***,2009,***,2009,1,2009,3.3,2009,1.7,2009,1,2009,0,2009,7,2009,3.0,2009,21.0,2009
306,Azerbaijan,31,AZE,2009,115,44.943443298339844,***,2009,***,2009,***,2009,***,2009,1,2009,5.1,2009,2.8,2009,1,2009,0,2009,3,2009,1.0,2009,79.0,2009
307,Burundi,108,BDI,2009,110,47.06775665283203,***,2009,***,2009,***,2009,***,2009,1,2009,0.2,2009,0.8,2009,0,2016,1,2009,3,2009,10.0,2009,73.0,2009
308,Belgium,56,BEL,2009,6,85.64800262451172,***,2008,***,2008,***,2008,***,2008,1,2009,3.5,2009,1.7,2009,3,2009,0,2009,7,2009,10.0,2009,12.0,2009
309,Benin,204,BEN,2009,52,63.11914825439453,***,2008,***,2008,***,2008,***,2008,1,2009,0.3,2009,0.0,2009,1,2009,1,2009,6,2009,1.0,2009,33.0,2009
310,Burkina Faso,854,BFA,2009,69,59.91358947753906,***,2008,***,2008,***,2008,***,2008,1,2009,0.6,2009,1.3,2009,1,2009,1,2009,5,2009,10.0,2009,41.0,2009
311,Bangladesh,50,BGD,2009,112,45.65834426879883,***,2009,***,2009,***,2009,***,2009,1,2009,5.1,2009,8.3,2009,0,2016,1,2009,4,2009,10.0,2009,56.0,2009
312,Bulgaria,100,BGR,2009,50,63.460235595703125,***,2009,***,2009,***,2009,***,2009,1,2009,4.0,2009,4.0,2009,1,2009,0,2009,6,2009,10.0,2009,34.0,2009
313,Bahrain,48,BHR,2009,119,43.38874053955078,***,2009,***,2009,***,2009,***,--,1,2015,4.7,2009,3.3,2009,1,2009,1,2009,3,2009,10.0,2009,71.0,2009
314,Belarus,112,BLR,2009,136,35.66495132446289,***,2009,***,2009,***,2009,***,2009,1,2009,6.4,2009,3.1,2009,1,2009,1,2009,2,2009,5.893049716949463,--,92.0,2009
315,Belize,84,BLZ,2009,60,61.522544860839844,***,2007,***,2007,***,2007,***,2007,1,2015,0.7,2009,0.0,2009,0,2016,1,2009,6,2009,10.0,2009,21.0,2009
316,Bolivia,68,BOL,2009,75,58.3198356628418,***,2009,***,2009,***,2009,***,2009,1,2009,0.7,2009,0.4,2009,1,2009,1,2009,5,2009,3.0,2009,43.0,2009
317,Brazil,76,BRA,2009,48,64.52886199951172,***,2009,***,2009,***,2009,***,2009,1,2009,1.1,2009,1.7,2009,1,2009,1,2009,6,2009,3.0,2009,43.0,2009
318,Botswana,72,BWA,2009,44,65.99454498291016,***,2008,***,2008,***,2008,***,2008,1,2009,0.6,2009,0.0,2009,0,2016,1,2009,6,2009,10.0,2009,39.0,2009
319,Central African Republic,140,CAF,2009,129,39.1998291015625,***,2007,***,2007,***,2007,***,2007,0,--,4.6,2009,2.3,2009,1,2009,1,2009,3,2009,0.0,2009,61.0,2009
320,Canada,124,CAN,2009,1,90.77547454833984,***,2009,***,2009,***,2009,***,2009,1,2009,1.3,2009,1.5,2009,3,2009,0,2009,7,2009,10.0,2009,19.0,2009
321,Switzerland,756,CHE,2009,14,81.2644271850586,***,2009,***,2009,***,2009,***,2009,1,2009,1.5,2009,2.5,2009,2,2009,0,2009,7,2009,5.0,2009,13.0,2009
322,Chile,152,CHL,2009,42,66.27132415771484,***,2009,***,2009,***,2009,***,2009,0,2009,1.3,2009,0.8,2009,1,2009,0,2009,7,2009,1.0,2009,30.0,2009
323,China,156,CHN,2009,138,34.69192886352539,***,2010,***,2009,***,2009,***,2010,1,2009,8.2,2009,3.3,2009,1,2009,1,2009,2,2009,0.0,2009,84.0,2009
324,Ivory Coast,384,CIV,2009,84,52.98564529418945,***,2009,***,2009,***,2009,***,2009,0,2009,2.0,2009,0.8,2009,1,2009,0,2009,3,2009,1.0,2009,66.0,2009
325,Cameroon,120,CMR,2009,121,41.92076110839844,***,2009,***,2009,***,2009,***,2009,0,2009,1.3,2009,0.4,2009,0,2016,1,2009,2,2009,10.0,2009,66.0,2009
326,Democratic Republic of Congo,180,COD,2009,137,34.82802200317383,***,2009,***,2009,***,2009,***,2009,0,2009,0.7,2009,3.1,2009,1,2009,1,2009,2,2009,3.0,2009,81.0,2009
327,Congo,178,COG,2009,114,45.56707763671875,***,2008,***,2008,***,2008,***,2008,0,2009,0.7,2009,0.1,2009,1,2009,1,2009,3,2009,10.0,2009,47.860111236572266,--
328,Colombia,170,COL,2009,55,62.523109436035156,***,2009,***,2009,***,2009,***,2009,1,2009,1.6,2009,3.3,2009,2,2009,0,2009,4,2009,0.0,2009,60.0,2009
329,Comoros,174,COM,2009,135,37.30099868774414,***,2009,***,2009,***,2009,***,2009,0,--,4.3,2009,4.9,2009,0,2016,1,2009,4,2009,6.665467262268066,--,50.0,2009
330,Costa Rica,188,CRI,2009,19,79.1722640991211,***,2009,***,2009,***,2009,***,2009,1,2009,2.1,2009,0.5,2009,1,2009,0,2009,7,2009,10.0,2009,19.0,2009
331,Cyprus,196,CYP,2009,32,71.22511291503906,***,2009,***,2009,***,2009,***,2009,1,--,1.9,2009,1.1,2009,1,2009,0,2009,7,2009,0.0,2009,32.29698181152344,--
332,Czech Republic,203,CZE,2009,23,75.99884796142578,***,2009,***,2009,***,2009,***,2009,1,2009,2.2,2009,1.3,2009,2,2009,0,2009,7,2009,10.0,2009,18.0,2009
333,Germany,276,DEU,2009,18,79.61756134033203,***,2009,***,2009,***,2009,***,2009,1,2009,3.0,2009,3.7,2009,2,2009,0,2009,7,2009,5.0,2009,17.0,2009
334,Djibouti,262,DJI,2009,83,55.089962005615234,***,2009,***,2009,***,2009,***,2009,1,2015,1.6,2009,1.3,2009,1,2009,0,2009,3,2009,1.9826459884643555,--,73.0,2009
335,Denmark,208,DNK,2009,20,79.02726745605469,***,2009,***,2009,***,2009,***,2009,1,2009,3.1,2009,4.6,2009,1,2009,0,2009,7,2009,3.0,2009,11.0,2009
336,Dominican Republic,214,DOM,2009,28,73.03732299804688,***,2009,***,2009,***,2009,***,2009,1,2009,1.0,2009,0.0,2009,1,2009,0,2009,6,2009,10.0,2009,39.0,2009
337,Algeria,12,DZA,2009,140,34.32012939453125,***,2011,***,2011,***,2010,***,2011,1,2009,7.3,2009,5.3,2009,0,2016,1,2009,3,2009,1.0,2009,64.0,2009
338,Ecuador,218,ECU,2009,73,59.00545120239258,***,2009,***,2009,***,2009,***,2009,0,2009,0.7,2009,0.0,2009,1,2009,0,2009,5,2009,3.0,2009,47.0,2009
339,Egypt,818,EGY,2009,144,30.066608428955078,***,2007,***,2009,***,2009,***,--,1,2009,8.6,2009,7.4,2009,0,2016,1,2009,3,2009,0.0,2009,60.0,2009
340,Spain,724,ESP,2009,7,85.43267822265625,***,2009,***,2009,***,2009,***,2009,1,2009,1.1,2009,1.9,2009,3,2009,0,2009,7,2009,10.0,2009,24.0,2009
341,Estonia,233,EST,2009,41,66.84123229980469,***,2009,***,2009,***,2009,***,2009,1,2009,1.0,2009,0.3,2009,1,2009,0,2009,7,2009,3.0,2009,17.0,2009
342,Ethiopia,231,ETH,2009,111,45.96095275878906,***,2012,***,2012,***,2012,***,2013,1,2009,3.5,2009,5.1,2009,0,2016,1,2009,3,2009,10.0,2009,78.0,2009
343,Finland,246,FIN,2009,15,80.3614730834961,***,2008,***,2008,***,2008,***,2008,1,2009,1.3,2009,0.4,2009,1,2009,0,2009,7,2009,3.0,2009,10.0,2009
344,France,250,FRA,2009,24,75.02755737304688,***,2009,***,2009,***,2009,***,2009,1,2009,5.3,2009,3.0,2009,1,2009,0,2009,7,2009,10.0,2009,23.0,2009
345,Gabon,266,GAB,2009,105,47.78151321411133,***,2011,***,2011,***,2011,***,2011,0,2009,1.8,2009,0.3,2009,1,2009,1,2009,3,2009,10.0,2009,71.0,2009
346,United Kingdom,826,GBR,2009,13,81.45880126953125,***,2009,***,2009,***,2009,***,2009,1,2009,2.8,2009,3.8,2009,2,2009,0,2009,7,2009,10.0,2009,19.0,2009
347,Georgia,268,GEO,2009,85,52.80849838256836,***,2009,***,2009,***,2009,***,2009,1,2009,2.4,2009,2.6,2009,1,2009,0,2009,4,2009,3.0,2009,59.0,2009
348,Ghana,288,GHA,2009,67,59.92478561401367,***,2009,***,2009,***,2009,***,2009,1,2009,0.8,2009,3.5,2009,0,2016,1,2009,6,2009,10.0,2009,26.0,2009
349,Guinea,324,GIN,2009,104,47.792999267578125,***,2011,***,2011,***,2011,***,2011,1,2009,1.6,2009,0.0,2009,0,2016,1,2009,2,2009,0.0,2013,71.0,2009
350,Greece,300,GRC,2009,59,61.672698974609375,***,2009,***,2009,***,2009,***,2009,1,2009,4.0,2009,3.1,2009,1,2009,0,2009,6,2009,3.0,2009,29.0,2009
351,Guatemala,320,GTM,2009,89,52.17025375366211,***,2009,***,2009,***,2009,***,2009,1,2009,0.9,2009,1.2,2009,1,2009,1,2009,4,2009,3.0,2009,60.0,2009
352,Guyana,328,GUY,2009,64,60.27391052246094,***,2007,***,2007,***,2007,***,2007,1,2015,0.5,2009,0.0,2009,0,2016,1,2009,5,2009,10.0,2009,30.0,2009
353,Hong Kong,344,HKG,2009,35,70.07264709472656,***,2009,***,2009,***,2009,***,2009,1,2009,2.4,2009,0.0,2009,1,2009,0,--,3,--,10.0,2009,33.0,2009
354,Honduras,340,HND,2009,62,60.496986389160156,***,2009,***,2009,***,2009,***,2009,1,2009,2.7,2009,0.3,2009,1,2009,0,2009,4,2009,10.0,2009,59.0,2009
355,Croatia,191,HRV,2009,46,65.53431701660156,***,2009,***,2009,***,2009,***,2009,1,2009,1.8,2009,1.3,2009,1,2009,0,2009,6,2009,10.0,2009,40.0,2009
356,Hungary,348,HUN,2009,27,74.10480499267578,***,2008,***,2008,***,2008,***,2008,1,2009,0.6,2009,1.2,2009,2,2009,0,2009,7,2009,10.0,2009,23.0,2009
357,Indonesia,360,IDN,2009,125,40.41200256347656,***,2009,***,2009,***,2009,***,2009,1,2009,7.0,2009,8.1,2009,0,2016,1,2009,5,2009,5.0,2009,52.0,2009
358,India,356,IND,2009,102,47.830318450927734,***,2009,***,2009,***,2009,***,2009,1,2009,5.0,2009,8.8,2009,0,2016,1,2009,5,2009,10.0,2009,33.0,2009
359,Ireland,372,IRL,2009,11,84.08182525634766,***,2009,***,2009,***,2009,***,2009,1,2009,0.6,2009,0.6,2009,1,2009,0,2009,7,2009,10.0,2009,15.0,2009
360,Iran,364,IRN,2009,149,26.22222328186035,***,2008,***,2008,***,2008,***,--,1,2009,8.0,2009,6.7,2009,0,2016,1,2009,2,2009,1.0,2009,89.0,2009
361,Iraq,368,IRQ,2009,147,27.009796142578125,***,2009,***,2009,***,2009,***,2009,1,2015,5.4,2009,9.2,2009,0,2016,1,2009,2,2009,3.7638306617736816,--,65.0,2009
362,Iceland,352,ISL,2009,8,85.08010864257812,***,2008,***,2008,***,2008,***,2008,1,2009,1.8,2009,1.3,2009,1,2009,0,2009,7,2009,10.0,2009,10.0,2009
363,Israel,376,ISR,2009,90,52.042781829833984,***,2009,***,2009,***,2009,***,2009,1,2009,4.3,2009,7.8,2009,2,2009,1,2009,6,2009,0.0,2009,29.0,2009
364,Italy,380,ITA,2009,29,72.49124908447266,***,2009,***,2009,***,2009,***,2009,1,2009,2.1,2009,2.4,2009,1,2009,0,2009,6,2009,10.0,2009,33.0,2009
365,Jamaica,388,JAM,2009,54,62.77002716064453,***,2011,***,2011,***,2011,***,2011,1,2009,1.3,2009,0.0,2009,0,2016,1,2009,5,2009,10.0,2009,16.0,2009
366,Jordan,400,JOR,2009,123,41.3008918762207,***,2008,***,2009,***,2009,***,--,1,2009,4.6,2009,5.0,2009,1,2009,1,2009,3,2009,10.0,2009,63.0,2009
367,Japan,392,JPN,2009,43,66.1363754272461,***,2009,***,2009,***,2009,***,2009,1,2009,0.2,2009,0.4,2009,1,2009,1,2009,6,2009,10.0,2009,21.0,2009
368,Kazakhstan,398,KAZ,2009,122,41.51249313354492,***,2009,***,2009,***,2009,***,2009,1,2009,5.0,2009,2.0,2009,1,2009,1,2009,3,2009,0.0,2009,78.0,2009
369,Kenya,404,KEN,2009,108,47.548954010009766,***,2009,***,2009,***,2009,***,2009,1,2009,3.8,2009,3.0,2009,0,2016,1,2009,4,2009,10.0,2009,57.0,2009
370,Kyrgyzstan,417,KGZ,2009,109,47.194950103759766,***,2009,***,2009,***,2009,***,2009,1,2009,5.6,2009,2.5,2009,1,2009,0,--,3,2009,1.0,2009,73.0,2009
371,Cambodia,116,KHM,2009,71,59.47832489013672,***,2009,***,2009,***,2009,***,2009,1,2009,2.4,2009,0.0,2009,1,2009,0,2009,3,2009,10.0,2010,61.0,2009
372,South Korea,410,KOR,2009,74,58.48234176635742,***,2009,***,2009,***,2009,***,2009,1,2009,1.2,2009,0.0,2009,1,2009,1,2009,6,2009,0.0,2009,30.0,2009
373,Kuwait,414,KWT,2009,94,51.206146240234375,***,2009,***,2009,***,2009,***,--,1,2009,5.8,2009,0.4,2009,0,2016,1,2009,4,2009,10.0,2009,55.0,2009
374,Laos,418,LAO,2009,117,44.60562515258789,***,2008,***,2008,***,2008,***,2008,1,2009,7.1,2009,0.6,2009,1,2009,1,--,2,2009,4.419906139373779,--,84.0,2009
375,Lebanon,422,LBN,2009,88,52.385013580322266,***,2009,***,2009,***,2009,***,2009,1,2009,2.8,2009,2.6,2009,0,2016,1,2009,5,2009,10.0,2010,55.0,2009
376,Liberia,430,LBR,2009,86,52.592552185058594,***,2008,***,2008,***,2008,***,2008,1,2009,0.5,2009,0.5,2009,0,2016,1,2009,4,2009,6.800796985626221,--,61.0,2009
377,Libya,434,LBY,2009,148,26.581684112548828,***,--,***,2012,***,2012,***,--,0,--,6.9,2009,1.5,2009,0,2016,1,2009,1,2009,10.0,2013,94.0,2009
378,Sri Lanka,144,LKA,2009,113,45.65317153930664,***,2009,***,2009,***,2009,***,2009,1,2009,3.7,2009,6.2,2009,0,2016,1,2009,4,2009,10.0,2009,72.0,2009
379,Lesotho,426,LSO,2009,77,56.30031967163086,***,2011,***,2011,***,2011,***,2011,1,2009,0.5,2009,0.0,2009,1,2009,1,2009,5,2009,10.0,2009,48.0,2009
380,Lithuania,440,LTU,2009,40,67.00516510009766,***,2009,***,2009,***,2009,***,2009,1,2009,2.5,2009,0.8,2009,1,2009,0,2009,7,2009,10.0,2009,21.0,2009
381,Luxembourg,442,LUX,2009,4,86.28079223632812,***,2008,***,2008,***,2008,***,2008,1,2015,0.7,2009,0.4,2009,1,2009,0,2009,7,2009,10.0,2009,12.0,2009
382,Latvia,428,LVA,2009,65,59.97071838378906,***,2009,***,2009,***,2009,***,2009,1,2009,2.0,2009,0.6,2009,1,2009,1,2009,7,2009,10.0,2009,26.0,2009
383,Morocco,504,MAR,2009,118,43.86075210571289,***,2011,***,2011,***,2010,***,2011,1,2009,5.2,2009,2.6,2009,0,2016,1,2009,4,2009,1.0,2009,66.0,2009
384,Moldova,498,MDA,2009,98,48.56560134887695,***,2009,***,2009,***,2009,***,2009,1,2009,4.7,2009,4.2,2009,1,2009,0,2009,4,2009,3.0,2009,65.0,2009
385,Madagascar,450,MDG,2009,99,48.454776763916016,***,2008,***,2008,***,2008,***,2008,1,2009,2.4,2009,0.1,2009,1,2009,1,2009,4,2009,1.0,2009,61.0,2009
386,Mexico,484,MEX,2009,76,57.61958312988281,***,2009,***,2009,***,2009,***,2009,1,2009,4.2,2009,5.1,2009,1,2009,0,2009,5,2009,3.0,2009,60.0,2009
387,Macedonia,807,MKD,2009,51,63.39765167236328,***,2009,***,2009,***,2009,***,2009,1,2009,1.0,2009,1.5,2009,1,2009,0,--,5,2009,10.0,2009,46.0,2009
388,Mali,466,MLI,2009,68,59.917606353759766,***,2009,***,2009,***,2009,***,2009,1,2009,0.6,2009,0.4,2009,1,2009,1,2009,5,2009,0.0,2009,25.0,2009
389,Malta,470,MLT,2009,22,78.01033020019531,***,2008,***,2008,***,2008,***,2008,1,2015,1.3,2009,0.0,2009,1,2009,0,2009,7,2009,10.0,2009,22.0,2009
390,Montenegro,499,MNE,2009,45,65.97789764404297,***,2009,***,2009,***,2009,***,2009,1,2009,0.9,2009,1.5,2009,1,2009,0,2009,6,2009,10.0,2009,37.0,2009
391,Mongolia,496,MNG,2009,95,50.43238830566406,***,2008,***,2008,***,2008,***,2008,1,2009,2.7,2009,2.9,2009,1,2009,1,2009,6,2009,3.0,2009,39.0,2009
392,Mozambique,508,MOZ,2009,56,62.16307830810547,***,2008,***,2008,***,2008,***,2008,1,2009,1.2,2009,1.0,2009,1,2009,0,2009,5,2009,0.0,2009,42.0,2009
393,Mauritania,478,MRT,2009,128,39.64915466308594,***,2009,***,2009,***,2009,***,2009,0,2009,6.2,2009,1.0,2009,0,2016,1,2009,3,2009,10.0,2009,56.0,2009
394,Mauritius,480,MUS,2009,26,74.1616439819336,***,2011,***,2011,***,2011,***,2011,1,2009,1.4,2009,1.3,2009,0,2016,0,2009,6,2009,10.0,2009,27.0,2009
395,Malawi,454,MWI,2009,80,55.68417739868164,***,2009,***,2009,***,2009,***,2009,1,2009,1.2,2009,0.0,2009,0,2016,1,2009,4,2009,10.0,2009,56.0,2009
396,Malaysia,458,MYS,2009,116,44.81596755981445,***,2009,***,2009,***,2009,***,2009,1,2009,8.1,2009,1.3,2009,0,2016,1,2009,4,2009,10.0,2009,64.0,2009
397,Namibia,516,NAM,2009,33,71.07205963134766,***,2007,***,2007,***,2007,***,2007,1,2009,0.3,2009,0.0,2009,0,2016,0,2009,6,2009,10.0,2009,34.0,2009
398,Niger,562,NER,2009,100,48.25208282470703,***,2009,***,2009,***,2009,***,2009,0,--,2.2,2009,0.6,2009,1,2009,1,2009,4,2009,0.0,2009,68.0,2009
399,Nigeria,566,NGA,2009,124,40.607521057128906,***,2009,***,2009,***,2009,***,2009,1,2009,4.5,2009,8.0,2009,0,2016,1,2009,4,2009,10.0,2009,54.0,2009
400,Nicaragua,558,NIC,2009,39,67.93711853027344,***,2009,***,2009,***,2009,***,2009,1,2009,1.1,2009,0.1,2009,1,2009,0,2009,4,2009,10.0,2009,47.0,2009
401,Netherlands,528,NLD,2009,2,89.55498504638672,***,2008,***,2008,***,2008,***,2008,1,2009,1.0,2009,1.2,2009,3,2009,0,2009,7,2009,10.0,2009,14.0,2009
402,Norway,578,NOR,2009,5,85.65116882324219,***,2008,***,2008,***,2008,***,2008,1,2009,2.0,2009,1.5,2009,3,2009,0,2009,7,2009,3.0,2009,10.0,2009
403,Nepal,524,NPL,2009,58,61.7218017578125,***,2009,***,2009,***,2009,***,2009,1,2009,3.5,2009,5.3,2009,1,2009,0,2009,4,2009,10.0,2009,59.0,2009
404,New Zealand,554,NZL,2009,3,88.52942657470703,***,2008,***,2008,***,2008,***,2008,1,2009,0.4,2009,0.3,2009,2,2009,0,2009,7,2009,10.0,2009,14.0,2009
405,Oman,512,OMN,2009,107,47.71375274658203,***,--,***,--,***,2011,***,--,1,2009,4.7,2009,0.0,2009,0,2016,1,2009,3,2009,10.0,2009,71.0,2009
406,Pakistan,586,PAK,2009,141,32.47861099243164,***,2009,***,2009,***,2009,***,2009,1,2009,7.0,2009,9.8,2009,0,2016,1,2009,3,2009,10.0,2009,61.0,2009
407,Panama,591,PAN,2009,31,71.8409423828125,***,2009,***,2009,***,2009,***,2009,1,2009,1.1,2009,0.0,2009,1,2009,0,2009,6,2009,10.0,2009,44.0,2009
408,Peru,604,PER,2009,70,59.54235076904297,***,2009,***,2009,***,2009,***,2009,1,2009,1.5,2009,0.0,2009,1,2009,1,2009,5,2009,10.0,2009,44.0,2009
409,Philippines,608,PHL,2009,61,61.159915924072266,***,2009,***,2009,***,2009,***,2009,0,2009,0.8,2009,3.0,2009,1,2009,0,2009,5,2009,10.0,2009,48.0,2009
410,Poland,616,POL,2009,36,70.01377868652344,***,2009,***,2009,***,2009,***,2009,1,2009,1.2,2009,2.3,2009,1,2009,0,2009,7,2009,10.0,2009,24.0,2009
411,Portugal,620,PRT,2009,17,79.99482727050781,***,2009,***,2009,***,2009,***,2009,1,2009,0.1,2009,0.8,2009,1,2009,0,2009,7,2009,10.0,2009,16.0,2009
412,Paraguay,600,PRY,2009,49,63.871376037597656,***,2009,***,2009,***,2009,***,2009,1,2009,1.2,2009,0.0,2009,1,2009,0,2009,5,2009,1.0,2009,59.0,2009
413,Qatar,634,QAT,2009,103,47.793853759765625,***,2009,***,2009,***,2009,***,--,1,2015,5.0,2009,0.4,2009,0,2016,1,2009,3,2009,10.0,2010,66.0,2009
414,Romania,642,ROU,2009,53,62.809932708740234,***,2009,***,2009,***,2009,***,2009,1,2009,3.9,2009,4.1,2009,1,2009,0,2009,6,2009,10.0,2009,43.0,2009
415,Russia,643,RUS,2009,139,34.577091217041016,***,2009,***,2009,***,2009,***,2009,1,2009,6.7,2009,5.5,2009,1,2009,1,2009,3,2009,3.0,2009,81.0,2009
416,Rwanda,646,RWA,2009,79,56.225948333740234,***,--,***,2009,***,2009,***,2009,1,2009,2.8,2009,0.0,2009,1,2009,0,2009,3,2009,10.0,2009,83.0,2009
417,Saudi Arabia,682,SAU,2009,143,31.60981559753418,***,2009,***,2009,***,2009,***,--,1,2009,7.9,2009,6.2,2009,0,2016,1,2009,2,2009,10.0,2010,83.0,2009
418,Serbia,688,SCG,2009,57,61.75020980834961,***,2009,***,2009,***,2009,***,2009,1,2009,4.7,2009,3.1,2009,1,2009,0,--,6,2009,3.0,2009,35.0,2009
419,Sudan,729,SDN,2009,133,37.8866081237793,***,2009,***,2009,***,2009,***,2009,1,2009,5.3,2009,5.6,2009,0,2016,1,2009,1,2009,9.790736198425293,--,76.0,2009
420,Senegal,686,SEN,2009,63,60.340797424316406,***,2009,***,2009,***,2009,***,2009,1,2009,1.3,2009,0.3,2009,0,2016,0,2009,5,2009,0.0,2009,57.0,2009
421,Singapore,702,SGP,2009,91,51.54866409301758,***,2009,***,2009,***,2009,***,2009,1,2009,4.0,2009,0.2,2009,0,2016,1,2009,4,2009,0.0,2009,68.0,2009
422,Sierra Leone,694,SLE,2009,82,55.382423400878906,***,2008,***,2008,***,2008,***,2008,1,2011,0.0,2009,0.9,2009,0,2016,1,--,5,2009,10.0,2009,55.0,2009
423,El Salvador,222,SLV,2009,66,59.92908477783203,***,2009,***,2009,***,2009,***,2009,1,2009,1.4,2009,0.0,2009,1,2009,1,2009,5,2009,10.0,2009,43.0,2009
424,Suriname,740,SUR,2009,37,69.88832092285156,***,2012,***,2012,***,2012,***,2012,1,2015,0.7,2009,0.0,2009,1,2009,1,2009,6,2009,10.0,2010,23.0,2009
425,Slovakia,703,SVK,2009,38,69.29630279541016,***,2010,***,2010,***,2010,***,2010,1,2009,3.0,2009,3.3,2009,1,2009,0,2009,7,2009,10.0,2009,23.0,2009
426,Slovenia,705,SVN,2009,16,80.27017211914062,***,2009,***,2009,***,2009,***,2009,1,2009,1.0,2009,0.9,2009,2,2009,0,2009,7,2009,10.0,2009,25.0,2009
427,Sweden,752,SWE,2009,9,84.4332504272461,***,2009,***,2009,***,2009,***,2009,1,2009,1.7,2009,3.0,2009,3,2009,0,2009,7,2009,3.0,2009,10.0,2009
428,Swaziland,748,SWZ,2009,134,37.43037796020508,***,2011,***,2011,***,2011,***,2011,0,2015,1.6,2009,1.8,2009,0,2016,1,2009,3,2009,10.0,2010,76.0,2009
429,Chad,148,TCD,2009,142,32.44559860229492,***,2009,***,2009,***,2009,***,2009,0,2009,3.8,2009,0.3,2009,1,2009,1,2009,2,2009,3.0,2009,77.0,2009
430,Togo,768,TGO,2009,126,40.32902526855469,***,2008,***,2008,***,2008,***,2008,1,2009,1.2,2009,0.0,2009,0,2016,1,2009,4,2009,0.0,2009,74.0,2009
431,Thailand,764,THA,2009,120,42.9755973815918,***,2009,***,2009,***,2009,***,2009,1,2009,3.4,2009,4.6,2009,1,2009,1,2009,4,2009,0.0,2009,58.0,2009
432,Tajikistan,762,TJK,2009,130,38.62876892089844,***,2009,***,2009,***,2009,***,2009,1,2009,7.0,2009,2.2,2009,1,2009,1,2009,3,2009,0.0,2010,78.0,2009
433,Trinidad and Tobago,780,TTO,2009,47,64.64398193359375,***,2008,***,2008,***,2008,***,2008,1,2015,0.6,2009,0.9,2009,0,2016,1,2009,6,2009,10.0,2009,23.0,2009
434,Tunisia,788,TUN,2009,132,37.94947052001953,***,2010,***,2010,***,2009,***,2010,1,2009,5.2,2009,1.5,2009,0,2016,1,2009,3,2009,3.0,2009,85.0,2009
435,Turkey,792,TUR,2009,93,51.23399353027344,***,2009,***,2009,***,2009,***,2009,1,2009,6.4,2009,4.4,2009,1,2009,0,2009,5,2009,1.0,2009,51.0,2009
436,Tanzania,834,TZA,2009,87,52.4550666809082,***,2009,***,2009,***,2009,***,2009,1,2009,2.4,2009,0.9,2009,0,2016,1,2009,5,2009,5.0,2009,50.0,2009
